"code","iso","country","SHI.ind.1995","SHI.ind.1996","SHI.ind.1997","SHI.ind.1998","SHI.ind.1999","SHI.ind.2000","SHI.ind.2001","SHI.ind.2002","SHI.ind.2003","SHI.ind.2004","SHI.ind.2005","SHI.ind.2006","SHI.ind.2007","SHI.ind.2008","SHI.ind.2009","SHI.ind.2010","SHI.ind.2011","SHI.ind.2012","SHI.ind.2013","SHI.ind.2014","SHI.ind.2015","SHI.ind.2016","SHI.ind.2017","SHI.ind.2018","SHI.ind.2019","SHI.ind.2020"
36,"AUS","Australia",100,100,100,100,100,100,100,98.6544068176721,97.1593032817523,96.4117515137924,96.1127308066083,95.3651790386484,94.3186065635046,93.7205651491366,92.8235030275846,91.7769305524408,89.9828063093369,89.3847648949691,88.188682066233,87.2916199446813,87.2916199446813,87.2916199446813,87.2916199446813,87.2916199446813,87.2916199446813,87.2916199446813
40,"AUT","Austria",100,100,100,100,100,100,100,97.7573446961201,95.6641997458323,91.3283994916648,91.0293787844809,90.8798684308889,90.5808477237049,89.8332959557448,89.3847648949691,88.3381924198251,87.5906406518652,86.9925992374971,86.3945578231293,84.7499439336175,84.7499439336175,84.7499439336175,84.7499439336175,84.7499439336175,84.7499439336175,84.7499439336175
31,"AZE","Azerbaijan",100,100,100,100,100,100,100,99.7009792928161,99.551468939224,99.2524482320401,98.9534275248562,98.6544068176721,98.6544068176721,98.5048964640802,98.2058757568961,98.0563654033042,97.9068550497122,97.6078343425283,97.0097929281602,95.9632204530164,95.9632204530164,95.9632204530164,95.9632204530164,95.9632204530164,95.9632204530164,95.9632204530164
44,"BHS","Bahamas",100,100,100,100,100,100,100,99.8504896464079,99.8504896464079,99.551468939224,99.7009792928161,99.551468939224,99.551468939224,99.551468939224,99.551468939224,99.551468939224,99.551468939224,99.551468939224,99.551468939224,99.401958585632,99.401958585632,99.401958585632,99.401958585632,99.401958585632,99.401958585632,99.401958585632
48,"BHR","Bahrain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,"BGD","Bangladesh",100,100,100,100,100,100,100,99.7009792928161,99.551468939224,99.102937878448,98.9534275248562,98.8039171712641,98.5048964640802,98.2058757568961,97.7573446961201,97.4583239889362,96.5612618673843,95.8137100994244,94.4681169170964,92.6739926739928,92.6739926739928,92.6739926739928,92.6739926739928,92.6739926739928,92.6739926739928,92.6739926739928
52,"BRB","Barbados",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,"BLR","Belarus",100,100,100,100,100,100,100,99.102937878448,98.0563654033042,96.7107722209763,95.9632204530164,95.3651790386484,94.6176272706885,92.8235030275846,91.9264409060327,91.9264409060327,91.9264409060327,91.7769305524408,91.6274201988487,91.3283994916648,91.3283994916648,91.3283994916648,91.3283994916648,91.3283994916648,91.3283994916648,91.3283994916648
56,"BEL","Belgium",100,100,100,100,100,100,100,92.0759512596247,84.1519025192494,78.320998729162,78.1714883755701,77.5734469612021,76.5268744860583,76.2278537788741,75.9288330716902,75.3307916573222,74.8822605965462,74.4337295357705,74.4337295357705,74.4337295357705,74.4337295357705,74.4337295357705,74.4337295357705,74.4337295357705,74.4337295357705,74.4337295357705
84,"BLZ","Belize",100,100,100,100,100,100,100,95.5146893922405,93.1225237347687,89.9828063093369,86.2450474695373,84.6004335800254,79.816102265082,75.6298123645063,71.2940121103386,66.659191148987,55.7449353367722,50.0635419002766,42.2890035134934,35.8600583090379,35.8600583090379,35.8600583090379,35.8600583090379,35.8600583090379,35.8600583090379,35.8600583090379
204,"BEN","Benin",100,100,100,100,100,100,100,98.8039171712641,97.9068550497122,96.8602825745684,95.9632204530164,95.6641997458323,93.4215444419526,92.9730133811767,91.3283994916648,90.5808477237049,88.188682066233,87.5906406518652,87.2916199446813,86.3945578231293,86.3945578231293,86.3945578231293,86.3945578231293,86.3945578231293,86.3945578231293,86.3945578231293
60,"BMU","Bermuda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,"BTN","Bhutan",100,100,100,100,100,100,100,99.8504896464079,99.8504896464079,99.8504896464079,99.7009792928161,99.7009792928161,99.7009792928161,99.7009792928161,99.551468939224,98.8039171712641,98.3553861104882,97.7573446961201,97.4583239889362,96.5612618673843,96.5612618673843,96.5612618673843,96.5612618673843,96.5612618673843,96.5612618673843,96.5612618673843
68,"BOL","Bolivia",100,100,100,100,100,100,100,98.8039171712641,98.2058757568961,90.5808477237049,89.3847648949691,88.4877027734171,87.5906406518652,86.0955371159452,84.6004335800254,82.0587575689616,79.5170815578978,77.872467668386,76.6763848396501,75.0317709501383,75.0317709501383,75.0317709501383,75.0317709501383,75.0317709501383,75.0317709501383,75.0317709501383
70,"BIH","Bosnia and Herzegovina",100,100,100,100,100,100,100,99.2524482320401,98.8039171712641,96.5612618673843,96.4117515137924,96.1127308066083,95.6641997458323,93.8700755027286,90.2818270165208,90.132316662929,89.8332959557448,89.683785602153,89.3847648949691,88.3381924198251,88.3381924198251,88.3381924198251,88.3381924198251,88.3381924198251,88.3381924198251,88.3381924198251
72,"BWA","Botswana",100,100,100,100,100,100,100,99.401958585632,98.8039171712641,97.4583239889362,97.3088136353442,97.3088136353442,96.7107722209763,96.5612618673843,96.4117515137924,96.2622411602003,96.2622411602003,96.1127308066083,95.9632204530164,95.9632204530164,95.9632204530164,95.9632204530164,95.9632204530164,95.9632204530164,95.9632204530164,95.9632204530164
76,"BRA","Brazil",100,100,100,100,100,100,100,95.8137100994244,91.7769305524408,79.5170815578978,75.9288330716902,72.6396052926666,69.9484189280107,66.9582118561712,64.4165358451074,60.6787770053077,57.0905285190999,52.3061972041565,49.0169694251328,45.428720938925,45.428720938925,45.428720938925,45.428720938925,45.428720938925,45.428720938925,45.428720938925
92,"VGB","British Virgin Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,"BRN","Brunei Darussalam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,"BGR","Bulgaria",100,100,100,100,100,100,100,98.8039171712641,95.2156686850565,93.7205651491366,92.8235030275846,91.9264409060327,89.8332959557448,87.7401510054572,86.3945578231293,85.7965164087613,85.3479853479853,85.0489646408014,84.7499439336175,83.5538611048816,83.5538611048816,83.5538611048816,83.5538611048816,83.5538611048816,83.5538611048816,83.5538611048816
854,"BFA","Burkina Faso",100,100,100,100,100,100,100,96.4117515137924,94.6176272706885,92.0759512596247,91.1788891380728,90.2818270165208,88.786723480601,88.188682066233,87.4411302982731,87.2916199446813,86.5440681767212,86.2450474695373,86.0955371159452,85.6470060551694,85.6470060551694,85.6470060551694,85.6470060551694,85.6470060551694,85.6470060551694,85.6470060551694
108,"BDI","Burundi",100,100,100,100,100,100,100,99.551468939224,99.102937878448,98.6544068176721,98.0563654033042,98.3553861104882,97.7573446961201,97.6078343425283,97.3088136353442,96.4117515137924,95.9632204530164,94.7671376242806,94.1690962099125,90.7303580772968,90.7303580772968,90.7303580772968,90.7303580772968,90.7303580772968,90.7303580772968,90.7303580772968
132,"CPV","Cabo Verde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,"KHM","Cambodia",100,100,100,100,100,100,100,92.2254616132168,88.188682066233,79.816102265082,74.5832398893623,70.6959706959708,68.004784331315,63.2204530163715,59.1836734693877,52.6052179113404,44.0831277565973,37.8036929057338,30.6271959333184,26.4409060327428,26.4409060327428,26.4409060327428,26.4409060327428,26.4409060327428,26.4409060327428,26.4409060327428
120,"CMR","Cameroon",100,100,100,100,100,100,100,99.401958585632,98.9534275248562,98.2058757568961,97.4583239889362,96.5612618673843,96.1127308066083,95.2156686850565,94.6176272706885,92.9730133811767,91.9264409060327,90.7303580772968,88.786723480601,85.3479853479853,85.3479853479853,85.3479853479853,85.3479853479853,85.3479853479853,85.3479853479853,85.3479853479853
124,"CAN","Canada",100,100,100,100,100,100,100,98.9534275248562,98.0563654033042,96.4117515137924,95.0661583314645,93.7205651491366,92.2254616132168,91.0293787844809,89.683785602153,87.8896613590491,86.0955371159452,84.1519025192494,82.5072886297376,81.1616954474097,81.1616954474097,81.1616954474097,81.1616954474097,81.1616954474097,81.1616954474097,81.1616954474097
136,"CYM","Cayman Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,"CAF","Central African Republic",100,100,100,100,100,100,100,99.8504896464079,99.8504896464079,99.7009792928161,99.551468939224,99.401958585632,99.2524482320401,99.102937878448,99.102937878448,98.9534275248562,98.8039171712641,98.6544068176721,98.5048964640802,98.5048964640802,98.5048964640802,98.5048964640802,98.5048964640802,98.5048964640802,98.5048964640802,98.5048964640802
148,"TCD","Chad",100,100,100,100,100,100,100,99.551468939224,98.6544068176721,97.0097929281602,96.8602825745684,96.2622411602003,95.6641997458323,94.7671376242806,92.9730133811767,92.9730133811767,92.5244823204007,92.3749719668086,92.0759512596247,91.3283994916648,91.3283994916648,91.3283994916648,91.3283994916648,91.3283994916648,91.3283994916648,91.3283994916648
152,"CHL","Chile",100,100,100,100,100,100,100,99.2524482320401,98.8039171712641,96.5612618673843,96.2622411602003,95.0661583314645,94.3186065635046,93.4215444419526,92.3749719668086,91.4779098452569,90.5808477237049,89.3847648949691,88.637213127009,88.3381924198251,88.3381924198251,88.3381924198251,88.3381924198251,88.3381924198251,88.3381924198251,88.3381924198251
156,"CHN","China",100,100,100,100,100,100,100,98.8039171712641,97.9068550497122,96.1127308066083,94.4681169170964,92.3749719668086,89.5342752485609,85.4974957015774,82.8063093369215,80.2646333258579,77.872467668386,75.3307916573222,73.6861777678104,72.1910742318906,72.1910742318906,72.1910742318906,72.1910742318906,72.1910742318906,72.1910742318906,72.1910742318906
170,"COL","Colombia",100,100,100,100,100,100,100,97.6078343425283,95.9632204530164,91.3283994916648,89.085744187785,86.6935785303132,84.7499439336175,82.6567989833297,79.816102265082,77.2744262540182,74.4337295357705,71.2940121103386,70.0979292816028,68.9018464528669,68.9018464528669,68.9018464528669,68.9018464528669,68.9018464528669,68.9018464528669,68.9018464528669
174,"COM","Comoros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
184,"COK","Cook Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,"CRI","Costa Rica",100,100,100,100,100,100,100,98.2058757568961,96.8602825745684,95.2156686850565,93.1225237347687,91.0293787844809,88.786723480601,85.6470060551694,81.3112058010017,79.9656126186738,78.1714883755701,75.4803020109143,73.9851984749945,72.7891156462586,72.7891156462586,72.7891156462586,72.7891156462586,72.7891156462586,72.7891156462586,72.7891156462586
384,"CIV","Cote d'Ivoire",100,100,100,100,100,100,100,97.0097929281602,92.3749719668086,88.4877027734171,84.7499439336175,79.816102265082,75.4803020109143,68.602825745683,63.5194737235554,53.8013007400762,47.0733348284368,39.2987964416536,35.5610376018539,32.2718098228303,32.2718098228303,32.2718098228303,32.2718098228303,32.2718098228303,32.2718098228303,32.2718098228303
191,"HRV","Croatia",100,100,100,100,100,100,100,98.9534275248562,97.9068550497122,95.9632204530164,95.6641997458323,95.3651790386484,94.6176272706885,93.1225237347687,90.8798684308889,90.8798684308889,90.8798684308889,90.8798684308889,90.132316662929,88.9362338341931,88.9362338341931,88.9362338341931,88.9362338341931,88.9362338341931,88.9362338341931,88.9362338341931
192,"CUB","Cuba",100,100,100,100,100,100,100,99.2524482320401,98.9534275248562,98.5048964640802,97.7573446961201,97.6078343425283,97.9068550497122,97.7573446961201,97.3088136353442,97.1593032817523,96.7107722209763,96.4117515137924,96.1127308066083,95.6641997458323,95.6641997458323,95.6641997458323,95.6641997458323,95.6641997458323,95.6641997458323,95.6641997458323
531,"CUW","Curacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"CYP","Cyprus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203,"CZE","Czech Republic",100,100,100,100,100,100,100,97.6078343425283,94.1690962099125,89.8332959557448,89.683785602153,89.683785602153,89.235254541377,88.4877027734171,88.3381924198251,88.0391717126412,87.7401510054572,87.4411302982731,87.4411302982731,86.9925992374971,86.9925992374971,86.9925992374971,86.9925992374971,86.9925992374971,86.9925992374971,86.9925992374971
180,"COD","Dem. Rep. Congo",100,100,100,100,100,100,100,99.102937878448,98.3553861104882,96.8602825745684,95.6641997458323,94.4681169170964,93.1225237347687,92.0759512596247,90.8798684308889,88.637213127009,87.2916199446813,85.6470060551694,82.6567989833297,78.0219780219781,78.0219780219781,78.0219780219781,78.0219780219781,78.0219780219781,78.0219780219781,78.0219780219781
208,"DNK","Denmark",100,100,100,100,100,100,100,98.2058757568961,96.7107722209763,95.3651790386484,94.9166479778724,94.6176272706885,94.4681169170964,94.1690962099125,94.0195858563205,93.8700755027286,93.8700755027286,93.8700755027286,93.7205651491366,93.4215444419526,93.4215444419526,93.4215444419526,93.4215444419526,93.4215444419526,93.4215444419526,93.4215444419526
262,"DJI","Djibouti",100,100,100,100,100,100,100,93.1225237347687,93.1225237347687,94.1690962099125,93.8700755027286,93.1225237347687,92.8235030275846,92.2254616132168,91.7769305524408,91.4779098452569,91.4779098452569,91.4779098452569,90.7303580772968,90.8798684308889,90.8798684308889,90.8798684308889,90.8798684308889,90.8798684308889,90.8798684308889,90.8798684308889
212,"DMA","Dominica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,"DOM","Dominican Republic",100,100,100,100,100,100,100,98.8039171712641,97.7573446961201,95.6641997458323,92.0759512596247,91.4779098452569,86.5440681767212,82.8063093369215,80.5636540330419,78.320998729162,76.9754055468341,74.2842191821784,69.051356806459,64.5660461986992,64.5660461986992,64.5660461986992,64.5660461986992,64.5660461986992,64.5660461986992,64.5660461986992
218,"ECU","Ecuador",100,100,100,100,100,100,100,98.9534275248562,98.0563654033042,94.3186065635046,92.6739926739928,91.0293787844809,88.188682066233,85.9460267623533,84.0023921656576,82.6567989833297,80.8626747402258,76.0783434252823,74.1347088285863,74.2842191821784,74.2842191821784,74.2842191821784,74.2842191821784,74.2842191821784,74.2842191821784,74.2842191821784
818,"EGY","Egypt",100,100,100,100,100,100,100,99.7009792928161,99.7009792928161,99.2524482320401,99.102937878448,98.9534275248562,98.6544068176721,98.2058757568961,98.0563654033042,97.9068550497122,97.7573446961201,97.4583239889362,97.3088136353442,97.0097929281602,97.0097929281602,97.0097929281602,97.0097929281602,97.0097929281602,97.0097929281602,97.0097929281602
222,"SLV","El Salvador",100,100,100,100,100,100,100,98.6544068176721,97.9068550497122,96.5612618673843,95.0661583314645,93.4215444419526,92.3749719668086,91.1788891380728,89.5342752485609,88.4877027734171,87.1421095910892,86.0955371159452,85.0489646408014,84.1519025192494,84.1519025192494,84.1519025192494,84.1519025192494,84.1519025192494,84.1519025192494,84.1519025192494
226,"GNQ","Equatorial Guinea",100,100,100,100,100,100,100,99.2524482320401,98.9534275248562,96.5612618673843,96.2622411602003,95.0661583314645,93.5710547955445,92.5244823204007,92.0759512596247,87.2916199446813,85.7965164087613,85.4974957015774,84.0023921656576,82.0587575689616,82.0587575689616,82.0587575689616,82.0587575689616,82.0587575689616,82.0587575689616,82.0587575689616
232,"ERI","Eritrea",100,100,100,100,100,100,100,99.8504896464079,99.7009792928161,98.9534275248562,99.102937878448,98.9534275248562,98.9534275248562,98.8039171712641,98.6544068176721,98.6544068176721,98.6544068176721,98.6544068176721,98.5048964640802,97.3088136353442,97.3088136353442,97.3088136353442,97.3088136353442,97.3088136353442,97.3088136353442,97.3088136353442
233,"EST","Estonia",100,100,100,100,100,100,100,98.6544068176721,98.0563654033042,94.6176272706885,93.4215444419526,92.3749719668086,90.5808477237049,88.786723480601,87.4411302982731,84.3014128728415,81.7597368617777,80.4141436794498,79.2180608507139,78.1714883755701,78.1714883755701,78.1714883755701,78.1714883755701,78.1714883755701,78.1714883755701,78.1714883755701
748,"SWZ","Eswatini",100,100,100,100,100,100,100,92.5244823204007,85.3479853479853,79.5170815578978,79.816102265082,80.5636540330419,79.6665919114899,79.0685504971219,78.0219780219781,78.0219780219781,77.42393660761,77.2744262540182,76.8258951932422,76.2278537788741,76.2278537788741,76.2278537788741,76.2278537788741,76.2278537788741,76.2278537788741,76.2278537788741
231,"ETH","Ethiopia",100,100,100,100,100,100,100,99.7009792928161,99.401958585632,98.2058757568961,98.0563654033042,97.7573446961201,97.4583239889362,97.1593032817523,97.1593032817523,97.0097929281602,96.8602825745684,96.7107722209763,96.4117515137924,95.5146893922405,95.5146893922405,95.5146893922405,95.5146893922405,95.5146893922405,95.5146893922405,95.5146893922405
234,"FRO","Faeroe Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,"FLK","Falkland Islands",100,100,100,100,100,100,100,99.2524482320401,98.9534275248562,96.7107722209763,96.7107722209763,96.8602825745684,96.4117515137924,95.6641997458323,94.4681169170964,94.4681169170964,94.3186065635046,93.5710547955445,93.5710547955445,93.4215444419526,93.4215444419526,93.4215444419526,93.4215444419526,93.4215444419526,93.4215444419526,93.4215444419526
242,"FJI","Fiji",100,100,100,100,100,100,100,99.7009792928161,99.2524482320401,98.2058757568961,97.6078343425283,97.0097929281602,96.4117515137924,95.6641997458323,94.9166479778724,94.0195858563205,93.8700755027286,93.5710547955445,92.6739926739928,88.637213127009,88.637213127009,88.637213127009,88.637213127009,88.637213127009,88.637213127009,88.637213127009
246,"FIN","Finland",100,100,100,100,100,100,100,97.1593032817523,95.0661583314645,87.8896613590491,85.7965164087613,83.7033714584735,79.9656126186738,75.7793227180982,72.1910742318906,70.9949914031547,69.4998878672347,67.7057636241311,65.7621290274351,61.5758391268597,61.5758391268597,61.5758391268597,61.5758391268597,61.5758391268597,61.5758391268597,61.5758391268597
250,"FRA","France",100,100,100,100,100,100,100,98.2058757568961,96.1127308066083,93.5710547955445,93.2720340883606,92.8235030275846,92.5244823204007,91.9264409060327,91.4779098452569,90.5808477237049,90.132316662929,89.8332959557448,89.3847648949691,88.637213127009,88.637213127009,88.637213127009,88.637213127009,88.637213127009,88.637213127009,88.637213127009
258,"PYF","French Polynesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,"GAB","Gabon",100,100,100,100,100,100,100,99.401958585632,99.102937878448,98.6544068176721,98.5048964640802,98.3553861104882,98.3553861104882,98.2058757568961,98.0563654033042,98.0563654033042,97.9068550497122,97.6078343425283,97.0097929281602,96.5612618673843,96.5612618673843,96.5612618673843,96.5612618673843,96.5612618673843,96.5612618673843,96.5612618673843
270,"GMB","Gambia",100,100,100,100,100,100,100,99.102937878448,98.0563654033042,94.9166479778724,94.6176272706885,93.7205651491366,92.5244823204007,91.9264409060327,91.7769305524408,91.9264409060327,92.2254616132168,92.2254616132168,91.7769305524408,90.132316662929,90.132316662929,90.132316662929,90.132316662929,90.132316662929,90.132316662929,90.132316662929
268,"GEO","Georgia",100,100,100,100,100,100,100,99.551468939224,99.401958585632,98.9534275248562,98.6544068176721,98.5048964640802,97.9068550497122,97.3088136353442,97.0097929281602,96.8602825745684,96.5612618673843,96.2622411602003,95.9632204530164,95.3651790386484,95.3651790386484,95.3651790386484,95.3651790386484,95.3651790386484,95.3651790386484,95.3651790386484
276,"DEU","Germany",100,100,100,100,100,100,100,96.2622411602003,92.5244823204007,88.3381924198251,88.188682066233,87.8896613590491,87.5906406518652,86.9925992374971,86.6935785303132,86.5440681767212,86.3945578231293,86.0955371159452,86.0955371159452,86.0955371159452,86.0955371159452,86.0955371159452,86.0955371159452,86.0955371159452,86.0955371159452,86.0955371159452
288,"GHA","Ghana",100,100,100,100,100,100,100,98.6544068176721,96.1127308066083,93.7205651491366,92.2254616132168,91.0293787844809,89.9828063093369,89.5342752485609,88.786723480601,87.8896613590491,86.3945578231293,85.6470060551694,85.1984749943935,84.4509232264334,84.4509232264334,84.4509232264334,84.4509232264334,84.4509232264334,84.4509232264334,84.4509232264334
300,"GRC","Greece",100,100,100,100,100,100,100,99.7009792928161,97.6078343425283,97.3088136353442,96.8602825745684,95.8137100994244,95.2156686850565,92.2254616132168,91.0293787844809,90.7303580772968,90.4313373701129,90.2818270165208,90.132316662929,89.683785602153,89.683785602153,89.683785602153,89.683785602153,89.683785602153,89.683785602153,89.683785602153
304,"GRL","Greenland",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
308,"GRD","Grenada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
320,"GTM","Guatemala",100,100,100,100,100,100,100,94.6176272706885,88.3381924198251,79.0685504971219,71.4435224639307,64.2670254915153,51.8576661433805,43.0365552814532,32.2718098228303,25.0953128504149,18.8158779995514,4.31337370112879,0,0,0,0,0,0,0,0
831,"GGY","Guernsey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,"GIN","Guinea",100,100,100,100,100,100,100,98.9534275248562,98.9534275248562,98.3553861104882,97.7573446961201,97.0097929281602,95.8137100994244,94.9166479778724,93.7205651491366,92.3749719668086,91.1788891380728,90.2818270165208,85.7965164087613,83.1053300441056,83.1053300441056,83.1053300441056,83.1053300441056,83.1053300441056,83.1053300441056,83.1053300441056
624,"GNB","Guinea-Bissau",100,100,100,100,100,100,100,99.102937878448,98.9534275248562,97.6078343425283,96.1127308066083,95.2156686850565,92.0759512596247,89.683785602153,85.4974957015774,82.8063093369215,77.5734469612021,75.7793227180982,70.9949914031547,69.3503775136429,69.3503775136429,69.3503775136429,69.3503775136429,69.3503775136429,69.3503775136429,69.3503775136429
328,"GUY","Guyana",100,100,100,100,100,100,100,99.8504896464079,99.7009792928161,95.9632204530164,95.9632204530164,95.9632204530164,95.9632204530164,95.8137100994244,95.5146893922405,95.3651790386484,95.2156686850565,94.9166479778724,94.7671376242806,94.4681169170964,94.4681169170964,94.4681169170964,94.4681169170964,94.4681169170964,94.4681169170964,94.4681169170964
332,"HTI","Haiti",100,100,100,100,100,100,100,96.2622411602003,91.4779098452569,87.1421095910892,84.4509232264334,81.3112058010017,79.6665919114899,75.4803020109143,72.6396052926666,68.154294684907,63.2204530163715,57.5390595798759,53.3527696793003,44.0831277565973,44.0831277565973,44.0831277565973,44.0831277565973,44.0831277565973,44.0831277565973,44.0831277565973
336,"VAT","Holy See",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,"HND","Honduras",100,100,100,100,100,100,100,95.8137100994244,92.5244823204007,88.4877027734171,83.4043507512896,78.7695297899379,71.7425431711146,66.659191148987,58.8846527622038,52.1566868505644,43.7841070494131,38.4017343201016,31.0757269940944,24.1982507288631,24.1982507288631,24.1982507288631,24.1982507288631,24.1982507288631,24.1982507288631,24.1982507288631
344,"HKG","Hong Kong",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
