"code","iso","country","WWT.ind.1995","WWT.ind.1996","WWT.ind.1997","WWT.ind.1998","WWT.ind.1999","WWT.ind.2000","WWT.ind.2001","WWT.ind.2002","WWT.ind.2003","WWT.ind.2004","WWT.ind.2005","WWT.ind.2006","WWT.ind.2007","WWT.ind.2008","WWT.ind.2009","WWT.ind.2010","WWT.ind.2011","WWT.ind.2012","WWT.ind.2013","WWT.ind.2014","WWT.ind.2015","WWT.ind.2016","WWT.ind.2017","WWT.ind.2018","WWT.ind.2019","WWT.ind.2020"
440,"LTU","Lithuania",51.389,51.389,51.389,51.389,51.389,51.389,51.389,51.389,51.389,51.389,51.389,51.389,51.389,51.389,51.389,51.389,51.389,51.389,51.389,51.389,51.389,51.389,51.389,51.389,51.389,51.389
442,"LUX","Luxembourg",98.5,98.5,98.5,98.5,98.5,98.5,98.5,98.5,98.5,98.5,98.5,98.5,98.5,98.5,98.5,98.5,98.5,98.5,98.5,98.5,98.5,98.5,98.5,98.5,98.5,98.5
446,"MAC","Macao",3.49111390725449,3.49111390725449,3.49111390725449,3.49111390725449,3.49111390725449,3.49111390725449,3.49111390725449,3.49111390725449,3.49111390725449,3.49111390725449,3.49111390725449,3.49111390725449,3.49111390725449,3.49111390725449,3.49111390725449,3.49111390725449,3.49111390725449,3.49111390725449,3.49111390725449,3.49111390725449,3.49111390725449,3.49111390725449,3.49111390725449,3.49111390725449,3.49111390725449,3.49111390725449
450,"MDG","Madagascar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,"MWI","Malawi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,"MYS","Malaysia",12.432,12.432,12.432,12.432,12.432,12.432,12.432,12.432,12.432,12.432,12.432,12.432,12.432,12.432,12.432,12.432,12.432,12.432,12.432,12.432,12.432,12.432,12.432,12.432,12.432,12.432
462,"MDV","Maldives",4.32119295129999,4.32119295129999,4.32119295129999,4.32119295129999,4.32119295129999,4.32119295129999,4.32119295129999,4.32119295129999,4.32119295129999,4.32119295129999,4.32119295129999,4.32119295129999,4.32119295129999,4.32119295129999,4.32119295129999,4.32119295129999,4.32119295129999,4.32119295129999,4.32119295129999,4.32119295129999,4.32119295129999,4.32119295129999,4.32119295129999,4.32119295129999,4.32119295129999,4.32119295129999
466,"MLI","Mali",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,"MLT","Malta",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
584,"MHL","Marshall Islands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,"MRT","Mauritania",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,"MUS","Mauritius",2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
484,"MEX","Mexico",31.626,31.626,31.626,31.626,31.626,31.626,31.626,31.626,31.626,31.626,31.626,31.626,31.626,31.626,31.626,31.626,31.626,31.626,31.626,31.626,31.626,31.626,31.626,31.626,31.626,31.626
583,"FSM","Micronesia",0.0989702905276735,0.0989702905276735,0.0989702905276735,0.0989702905276735,0.0989702905276735,0.0989702905276735,0.0989702905276735,0.0989702905276735,0.0989702905276735,0.0989702905276735,0.0989702905276735,0.0989702905276735,0.0989702905276735,0.0989702905276735,0.0989702905276735,0.0989702905276735,0.0989702905276735,0.0989702905276735,0.0989702905276735,0.0989702905276735,0.0989702905276735,0.0989702905276735,0.0989702905276735,0.0989702905276735,0.0989702905276735,0.0989702905276735
498,"MDA","Moldova",8.964,8.964,8.964,8.964,8.964,8.964,8.964,8.964,8.964,8.964,8.964,8.964,8.964,8.964,8.964,8.964,8.964,8.964,8.964,8.964,8.964,8.964,8.964,8.964,8.964,8.964
492,"MCO","Monaco",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
496,"MNG","Mongolia",3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3
499,"MNE","Montenegro",8.37,8.37,8.37,8.37,8.37,8.37,8.37,8.37,8.37,8.37,8.37,8.37,8.37,8.37,8.37,8.37,8.37,8.37,8.37,8.37,8.37,8.37,8.37,8.37,8.37,8.37
504,"MAR","Morocco",5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4
508,"MOZ","Mozambique",0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22
104,"MMR","Myanmar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,"NAM","Namibia",6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25
520,"NRU","Nauru",0.887892378021318,0.887892378021318,0.887892378021318,0.887892378021318,0.887892378021318,0.887892378021318,0.887892378021318,0.887892378021318,0.887892378021318,0.887892378021318,0.887892378021318,0.887892378021318,0.887892378021318,0.887892378021318,0.887892378021318,0.887892378021318,0.887892378021318,0.887892378021318,0.887892378021318,0.887892378021318,0.887892378021318,0.887892378021318,0.887892378021318,0.887892378021318,0.887892378021318,0.887892378021318
524,"NPL","Nepal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528,"NLD","Netherlands",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
540,"NCL","New Caledonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,"NZL","New Zealand",79.895,79.895,79.895,79.895,79.895,79.895,79.895,79.895,79.895,79.895,79.895,79.895,79.895,79.895,79.895,79.895,79.895,79.895,79.895,79.895,79.895,79.895,79.895,79.895,79.895,79.895
558,"NIC","Nicaragua",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
562,"NER","Niger",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
566,"NGA","Nigeria",0.154,0.154,0.154,0.154,0.154,0.154,0.154,0.154,0.154,0.154,0.154,0.154,0.154,0.154,0.154,0.154,0.154,0.154,0.154,0.154,0.154,0.154,0.154,0.154,0.154,0.154
570,"NIU","Niue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,"PRK","North Korea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
807,"MKD","North Macedonia",0.94304015035055,0.94304015035055,0.94304015035055,0.94304015035055,0.94304015035055,0.94304015035055,0.94304015035055,0.94304015035055,0.94304015035055,0.94304015035055,0.94304015035055,0.94304015035055,0.94304015035055,0.94304015035055,0.94304015035055,0.94304015035055,0.94304015035055,0.94304015035055,0.94304015035055,0.94304015035055,0.94304015035055,0.94304015035055,0.94304015035055,0.94304015035055,0.94304015035055,0.94304015035055
578,"NOR","Norway",64.285,64.285,64.285,64.285,64.285,64.285,64.285,64.285,64.285,64.285,64.285,64.285,64.285,64.285,64.285,64.285,64.285,64.285,64.285,64.285,64.285,64.285,64.285,64.285,64.285,64.285
512,"OMN","Oman",13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4
586,"PAK","Pakistan",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
585,"PLW","Palau",40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
591,"PAN","Panama",23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1
598,"PNG","Papua New Guinea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,"PRY","Paraguay",0.735,0.735,0.735,0.735,0.735,0.735,0.735,0.735,0.735,0.735,0.735,0.735,0.735,0.735,0.735,0.735,0.735,0.735,0.735,0.735,0.735,0.735,0.735,0.735,0.735,0.735
604,"PER","Peru",46.421,46.421,46.421,46.421,46.421,46.421,46.421,46.421,46.421,46.421,46.421,46.421,46.421,46.421,46.421,46.421,46.421,46.421,46.421,46.421,46.421,46.421,46.421,46.421,46.421,46.421
608,"PHL","Philippines",0.697,0.697,0.697,0.697,0.697,0.697,0.697,0.697,0.697,0.697,0.697,0.697,0.697,0.697,0.697,0.697,0.697,0.697,0.697,0.697,0.697,0.697,0.697,0.697,0.697,0.697
616,"POL","Poland",60.9474,60.9474,60.9474,60.9474,60.9474,60.9474,60.9474,60.9474,60.9474,60.9474,60.9474,60.9474,60.9474,60.9474,60.9474,60.9474,60.9474,60.9474,60.9474,60.9474,60.9474,60.9474,60.9474,60.9474,60.9474,60.9474
620,"PRT","Portugal",54.984,54.984,54.984,54.984,54.984,54.984,54.984,54.984,54.984,54.984,54.984,54.984,54.984,54.984,54.984,54.984,54.984,54.984,54.984,54.984,54.984,54.984,54.984,54.984,54.984,54.984
634,"QAT","Qatar",70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70
178,"COG","Republic of Congo",0.281505598377817,0.281505598377817,0.281505598377817,0.281505598377817,0.281505598377817,0.281505598377817,0.281505598377817,0.281505598377817,0.281505598377817,0.281505598377817,0.281505598377817,0.281505598377817,0.281505598377817,0.281505598377817,0.281505598377817,0.281505598377817,0.281505598377817,0.281505598377817,0.281505598377817,0.281505598377817,0.281505598377817,0.281505598377817,0.281505598377817,0.281505598377817,0.281505598377817,0.281505598377817
642,"ROU","Romania",30.353,30.353,30.353,30.353,30.353,30.353,30.353,30.353,30.353,30.353,30.353,30.353,30.353,30.353,30.353,30.353,30.353,30.353,30.353,30.353,30.353,30.353,30.353,30.353,30.353,30.353
643,"RUS","Russia",18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5
646,"RWA","Rwanda",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
652,"BLM","Saint Barthelemy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
659,"KNA","Saint Kitts and Nevis",0.60633165124555,0.60633165124555,0.60633165124555,0.60633165124555,0.60633165124555,0.60633165124555,0.60633165124555,0.60633165124555,0.60633165124555,0.60633165124555,0.60633165124555,0.60633165124555,0.60633165124555,0.60633165124555,0.60633165124555,0.60633165124555,0.60633165124555,0.60633165124555,0.60633165124555,0.60633165124555,0.60633165124555,0.60633165124555,0.60633165124555,0.60633165124555,0.60633165124555,0.60633165124555
662,"LCA","Saint Lucia",0.856416753440234,0.856416753440234,0.856416753440234,0.856416753440234,0.856416753440234,0.856416753440234,0.856416753440234,0.856416753440234,0.856416753440234,0.856416753440234,0.856416753440234,0.856416753440234,0.856416753440234,0.856416753440234,0.856416753440234,0.856416753440234,0.856416753440234,0.856416753440234,0.856416753440234,0.856416753440234,0.856416753440234,0.856416753440234,0.856416753440234,0.856416753440234,0.856416753440234,0.856416753440234
670,"VCT","Saint Vincent and the Grenadines",0.75531953119915,0.75531953119915,0.75531953119915,0.75531953119915,0.75531953119915,0.75531953119915,0.75531953119915,0.75531953119915,0.75531953119915,0.75531953119915,0.75531953119915,0.75531953119915,0.75531953119915,0.75531953119915,0.75531953119915,0.75531953119915,0.75531953119915,0.75531953119915,0.75531953119915,0.75531953119915,0.75531953119915,0.75531953119915,0.75531953119915,0.75531953119915,0.75531953119915,0.75531953119915
882,"WSM","Samoa",0.287250936897108,0.287250936897108,0.287250936897108,0.287250936897108,0.287250936897108,0.287250936897108,0.287250936897108,0.287250936897108,0.287250936897108,0.287250936897108,0.287250936897108,0.287250936897108,0.287250936897108,0.287250936897108,0.287250936897108,0.287250936897108,0.287250936897108,0.287250936897108,0.287250936897108,0.287250936897108,0.287250936897108,0.287250936897108,0.287250936897108,0.287250936897108,0.287250936897108,0.287250936897108
674,"SMR","San Marino",6.14924428644895,6.14924428644895,6.14924428644895,6.14924428644895,6.14924428644895,6.14924428644895,6.14924428644895,6.14924428644895,6.14924428644895,6.14924428644895,6.14924428644895,6.14924428644895,6.14924428644895,6.14924428644895,6.14924428644895,6.14924428644895,6.14924428644895,6.14924428644895,6.14924428644895,6.14924428644895,6.14924428644895,6.14924428644895,6.14924428644895,6.14924428644895,6.14924428644895,6.14924428644895
678,"STP","Sao Tome and Principe",0.302381049499063,0.302381049499063,0.302381049499063,0.302381049499063,0.302381049499063,0.302381049499063,0.302381049499063,0.302381049499063,0.302381049499063,0.302381049499063,0.302381049499063,0.302381049499063,0.302381049499063,0.302381049499063,0.302381049499063,0.302381049499063,0.302381049499063,0.302381049499063,0.302381049499063,0.302381049499063,0.302381049499063,0.302381049499063,0.302381049499063,0.302381049499063,0.302381049499063,0.302381049499063
682,"SAU","Saudi Arabia",11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75
686,"SEN","Senegal",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
688,"SRB","Serbia",1.7464,1.7464,1.7464,1.7464,1.7464,1.7464,1.7464,1.7464,1.7464,1.7464,1.7464,1.7464,1.7464,1.7464,1.7464,1.7464,1.7464,1.7464,1.7464,1.7464,1.7464,1.7464,1.7464,1.7464,1.7464,1.7464
690,"SYC","Seychelles",1.59501963308155,1.59501963308155,1.59501963308155,1.59501963308155,1.59501963308155,1.59501963308155,1.59501963308155,1.59501963308155,1.59501963308155,1.59501963308155,1.59501963308155,1.59501963308155,1.59501963308155,1.59501963308155,1.59501963308155,1.59501963308155,1.59501963308155,1.59501963308155,1.59501963308155,1.59501963308155,1.59501963308155,1.59501963308155,1.59501963308155,1.59501963308155,1.59501963308155,1.59501963308155
694,"SLE","Sierra Leone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702,"SGP","Singapore",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
534,"SXM","Sint Maarten",1.70609334286074,1.70609334286074,1.70609334286074,1.70609334286074,1.70609334286074,1.70609334286074,1.70609334286074,1.70609334286074,1.70609334286074,1.70609334286074,1.70609334286074,1.70609334286074,1.70609334286074,1.70609334286074,1.70609334286074,1.70609334286074,1.70609334286074,1.70609334286074,1.70609334286074,1.70609334286074,1.70609334286074,1.70609334286074,1.70609334286074,1.70609334286074,1.70609334286074,1.70609334286074
703,"SVK","Slovakia",43.68,43.68,43.68,43.68,43.68,43.68,43.68,43.68,43.68,43.68,43.68,43.68,43.68,43.68,43.68,43.68,43.68,43.68,43.68,43.68,43.68,43.68,43.68,43.68,43.68,43.68
705,"SVN","Slovenia",89.088,89.088,89.088,89.088,89.088,89.088,89.088,89.088,89.088,89.088,89.088,89.088,89.088,89.088,89.088,89.088,89.088,89.088,89.088,89.088,89.088,89.088,89.088,89.088,89.088,89.088
90,"SLB","Solomon Islands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
706,"SOM","Somalia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
710,"ZAF","South Africa",21.66,21.66,21.66,21.66,21.66,21.66,21.66,21.66,21.66,21.66,21.66,21.66,21.66,21.66,21.66,21.66,21.66,21.66,21.66,21.66,21.66,21.66,21.66,21.66,21.66,21.66
410,"KOR","South Korea",76.8366,76.8366,76.8366,76.8366,76.8366,76.8366,76.8366,76.8366,76.8366,76.8366,76.8366,76.8366,76.8366,76.8366,76.8366,76.8366,76.8366,76.8366,76.8366,76.8366,76.8366,76.8366,76.8366,76.8366,76.8366,76.8366
728,"SSD","South Sudan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
724,"ESP","Spain",91.512,91.512,91.512,91.512,91.512,91.512,91.512,91.512,91.512,91.512,91.512,91.512,91.512,91.512,91.512,91.512,91.512,91.512,91.512,91.512,91.512,91.512,91.512,91.512,91.512,91.512
144,"LKA","Sri Lanka",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,"PSE","State of Palestine",0.782334943336718,0.782334943336718,0.782334943336718,0.782334943336718,0.782334943336718,0.782334943336718,0.782334943336718,0.782334943336718,0.782334943336718,0.782334943336718,0.782334943336718,0.782334943336718,0.782334943336718,0.782334943336718,0.782334943336718,0.782334943336718,0.782334943336718,0.782334943336718,0.782334943336718,0.782334943336718,0.782334943336718,0.782334943336718,0.782334943336718,0.782334943336718,0.782334943336718,0.782334943336718
729,"SDN","Sudan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
740,"SUR","Suriname",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
752,"SWE","Sweden",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
756,"CHE","Switzerland",96.709,96.709,96.709,96.709,96.709,96.709,96.709,96.709,96.709,96.709,96.709,96.709,96.709,96.709,96.709,96.709,96.709,96.709,96.709,96.709,96.709,96.709,96.709,96.709,96.709,96.709
760,"SYR","Syria",48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48
158,"TWN","Taiwan",7.0794,7.0794,7.0794,7.0794,7.0794,7.0794,7.0794,7.0794,7.0794,7.0794,7.0794,7.0794,7.0794,7.0794,7.0794,7.0794,7.0794,7.0794,7.0794,7.0794,7.0794,7.0794,7.0794,7.0794,7.0794,7.0794
762,"TJK","Tajikistan",2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25
834,"TZA","Tanzania",1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44
764,"THA","Thailand",1.989,1.989,1.989,1.989,1.989,1.989,1.989,1.989,1.989,1.989,1.989,1.989,1.989,1.989,1.989,1.989,1.989,1.989,1.989,1.989,1.989,1.989,1.989,1.989,1.989,1.989
626,"TLS","Timor-Leste",0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
768,"TGO","Togo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
776,"TON","Tonga",0.301305620137032,0.301305620137032,0.301305620137032,0.301305620137032,0.301305620137032,0.301305620137032,0.301305620137032,0.301305620137032,0.301305620137032,0.301305620137032,0.301305620137032,0.301305620137032,0.301305620137032,0.301305620137032,0.301305620137032,0.301305620137032,0.301305620137032,0.301305620137032,0.301305620137032,0.301305620137032,0.301305620137032,0.301305620137032,0.301305620137032,0.301305620137032,0.301305620137032,0.301305620137032
780,"TTO","Trinidad and Tobago",3.19626537525472,3.19626537525472,3.19626537525472,3.19626537525472,3.19626537525472,3.19626537525472,3.19626537525472,3.19626537525472,3.19626537525472,3.19626537525472,3.19626537525472,3.19626537525472,3.19626537525472,3.19626537525472,3.19626537525472,3.19626537525472,3.19626537525472,3.19626537525472,3.19626537525472,3.19626537525472,3.19626537525472,3.19626537525472,3.19626537525472,3.19626537525472,3.19626537525472,3.19626537525472
788,"TUN","Tunisia",43.04,43.04,43.04,43.04,43.04,43.04,43.04,43.04,43.04,43.04,43.04,43.04,43.04,43.04,43.04,43.04,43.04,43.04,43.04,43.04,43.04,43.04,43.04,43.04,43.04,43.04
792,"TUR","Turkey",30.401,30.401,30.401,30.401,30.401,30.401,30.401,30.401,30.401,30.401,30.401,30.401,30.401,30.401,30.401,30.401,30.401,30.401,30.401,30.401,30.401,30.401,30.401,30.401,30.401,30.401
795,"TKM","Turkmenistan",9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8
796,"TCA","Turks and Caicos Islands",1.17396376831061,1.17396376831061,1.17396376831061,1.17396376831061,1.17396376831061,1.17396376831061,1.17396376831061,1.17396376831061,1.17396376831061,1.17396376831061,1.17396376831061,1.17396376831061,1.17396376831061,1.17396376831061,1.17396376831061,1.17396376831061,1.17396376831061,1.17396376831061,1.17396376831061,1.17396376831061,1.17396376831061,1.17396376831061,1.17396376831061,1.17396376831061,1.17396376831061,1.17396376831061
798,"TUV","Tuvalu",0.145331721788457,0.145331721788457,0.145331721788457,0.145331721788457,0.145331721788457,0.145331721788457,0.145331721788457,0.145331721788457,0.145331721788457,0.145331721788457,0.145331721788457,0.145331721788457,0.145331721788457,0.145331721788457,0.145331721788457,0.145331721788457,0.145331721788457,0.145331721788457,0.145331721788457,0.145331721788457,0.145331721788457,0.145331721788457,0.145331721788457,0.145331721788457,0.145331721788457,0.145331721788457
800,"UGA","Uganda",0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42
804,"UKR","Ukraine",14.1267,14.1267,14.1267,14.1267,14.1267,14.1267,14.1267,14.1267,14.1267,14.1267,14.1267,14.1267,14.1267,14.1267,14.1267,14.1267,14.1267,14.1267,14.1267,14.1267,14.1267,14.1267,14.1267,14.1267,14.1267,14.1267
784,"ARE","United Arab Emirates",76.8123,76.8123,76.8123,76.8123,76.8123,76.8123,76.8123,76.8123,76.8123,76.8123,76.8123,76.8123,76.8123,76.8123,76.8123,76.8123,76.8123,76.8123,76.8123,76.8123,76.8123,76.8123,76.8123,76.8123,76.8123,76.8123
826,"GBR","United Kingdom",98.505,98.505,98.505,98.505,98.505,98.505,98.505,98.505,98.505,98.505,98.505,98.505,98.505,98.505,98.505,98.505,98.505,98.505,98.505,98.505,98.505,98.505,98.505,98.505,98.505,98.505
840,"USA","United States of America",58.89,58.89,58.89,58.89,58.89,58.89,58.89,58.89,58.89,58.89,58.89,58.89,58.89,58.89,58.89,58.89,58.89,58.89,58.89,58.89,58.89,58.89,58.89,58.89,58.89,58.89
858,"URY","Uruguay",2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15
860,"UZB","Uzbekistan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
548,"VUT","Vanuatu",0.0348794482493042,0.0348794482493042,0.0348794482493042,0.0348794482493042,0.0348794482493042,0.0348794482493042,0.0348794482493042,0.0348794482493042,0.0348794482493042,0.0348794482493042,0.0348794482493042,0.0348794482493042,0.0348794482493042,0.0348794482493042,0.0348794482493042,0.0348794482493042,0.0348794482493042,0.0348794482493042,0.0348794482493042,0.0348794482493042,0.0348794482493042,0.0348794482493042,0.0348794482493042,0.0348794482493042,0.0348794482493042,0.0348794482493042
862,"VEN","Venezuela",6.426,6.426,6.426,6.426,6.426,6.426,6.426,6.426,6.426,6.426,6.426,6.426,6.426,6.426,6.426,6.426,6.426,6.426,6.426,6.426,6.426,6.426,6.426,6.426,6.426,6.426
704,"VNM","Viet Nam",0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
876,"WLF","Wallis and Futuna Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
732,"ESH","Western Sahara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
887,"YEM","Yemen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
894,"ZMB","Zambia",4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2
716,"ZWE","Zimbabwe",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
