"code","iso","country","CHA.ind.1995","CHA.ind.1996","CHA.ind.1997","CHA.ind.1998","CHA.ind.1999","CHA.ind.2000","CHA.ind.2001","CHA.ind.2002","CHA.ind.2003","CHA.ind.2004","CHA.ind.2005","CHA.ind.2006","CHA.ind.2007","CHA.ind.2008","CHA.ind.2009","CHA.ind.2010","CHA.ind.2011","CHA.ind.2012","CHA.ind.2013","CHA.ind.2014","CHA.ind.2015","CHA.ind.2016","CHA.ind.2017","CHA.ind.2018","CHA.ind.2019","CHA.ind.2020"
174,"COM","Comoros",51.2255145774961,51.2255145774961,51.2255145774961,51.2255145774961,51.2255145774961,57.9554977573619,57.5902652267604,56.6595777652639,59.9136574120307,55.5073847719273,51.0441997346107,43.5778970085976,41.2356513627372,31.9615456983066,24.2588153692775,24.8575265880984,18.9276476610348,15.7372133124346,20.4392409201014,19.8284715280238,20.7745694850019,19.2858886693382,24.9599890307391,24.9599890307391,24.9599890307391,24.9599890307391
184,"COK","Cook Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,"CRI","Costa Rica",100,100,100,100,100,100,100,100,100,100,100,100,100,85.2725399852642,73.3326716877213,62.8376294827922,53.2974065329439,50.5445682086527,49.7187669599416,53.0134738344991,57.1014568933318,62.3778922441322,63.3572191182117,63.3572191182117,63.3572191182117,63.3572191182117
384,"CIV","Cote d'Ivoire",28.2123659786534,28.2123659786534,28.2123659786534,28.2123659786534,28.2123659786534,30.5532382841438,29.6556687686195,22.8397746789775,30.388172734726,40.6505347917734,36.5184008634442,34.7172471756337,36.0906798503205,42.2218978821182,52.8354293512964,62.4703019749012,60.6054124277566,50.3658585921988,49.0540253277257,55.5584699336718,50.9754352182414,43.9699733381627,40.4488178811954,40.4488178811954,40.4488178811954,40.4488178811954
191,"HRV","Croatia",65.6686767332655,65.6686767332655,65.6686767332655,65.6686767332655,65.6686767332655,65.6686767332655,65.6686767332655,65.6686767332655,65.6686767332655,65.6686767332655,56.5362659782604,45.1397172853862,37.3971166122346,39.6744564103696,43.6511857902561,52.0025270627277,60.2511029409401,73.2754154509274,84.8495660804931,87.0009421957201,90.2297532577414,90.2820486472054,93.1616889543988,93.1616889543988,93.1616889543988,93.1616889543988
192,"CUB","Cuba",76.7236879845631,76.7236879845631,76.7236879845631,76.7236879845631,76.7236879845631,76.7236879845631,77.3970860688605,76.9749347821532,82.5846316932892,89.6288497024058,100,100,100,100,92.9237038516649,87.7260435189377,82.3930621280178,77.8585933389581,71.9679145760953,70.0476624889702,77.7349828570356,82.2627722954167,93.0452730335155,93.0452730335155,93.0452730335155,93.0452730335155
531,"CUW","Curacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"CYP","Cyprus",32.2602409887995,32.2602409887995,32.2602409887995,32.2602409887995,32.2602409887995,37.7063956116427,40.5960487118004,42.6259543542024,45.6367949443773,48.2656360417992,49.9885404283669,52.7981221051625,56.7912140339431,61.5720062688134,66.7946952332651,70.6242068232063,75.5114087784472,73.0082059184851,70.1752853443702,66.5094122522326,63.5602291983381,59.6319005741846,56.511067141122,56.511067141122,56.511067141122,56.511067141122
203,"CZE","Czech Republic",100,100,100,100,100,100,100,100,100,100,100,100,95.9597441618156,92.6361160544551,100,100,100,100,100,96.7734160951521,91.73951622079,87.2696129096756,84.6951519131807,84.6951519131807,84.6951519131807,84.6951519131807
180,"COD","Dem. Rep. Congo",58.5059919678272,58.5059919678272,58.5059919678272,58.5059919678272,58.5059919678272,67.8721718824302,68.5152475785677,66.6196181165055,63.059056259267,43.4835132278182,26.2996974305365,17.7839420747823,18.0978562160234,20.0099308858283,33.4094379885468,46.7067060853808,55.2375320974652,60.8878401799316,60.3714697546763,59.7269529620671,57.0647962934777,53.5612920160213,56.9011862923534,56.9011862923534,56.9011862923534,56.9011862923534
208,"DNK","Denmark",86.2663972918016,86.2663972918016,86.2663972918016,86.2663972918016,86.2663972918016,93.1675200211407,90.3424916631801,91.1893810807936,89.5944596412805,91.8216562874579,93.7782571476543,95.8362516875471,94.4295018199091,96.2742216341909,100,100,99.2238761119339,97.4363969009521,97.7333991399655,100,100,100,100,100,100,100
262,"DJI","Djibouti",51.419719918322,51.419719918322,51.419719918322,51.419719918322,51.419719918322,51.419719918322,46.0620623089188,48.745734203585,51.4773090338932,53.0860111820533,52.1198414465954,52.3615977895879,48.7689572881709,47.9278307567595,47.7610020338972,49.5246951722467,48.0679768864186,51.9034937154747,54.5756609565939,54.3964829058477,54.5422134810304,57.4004439510205,57.5751304259249,57.5751304259249,57.5751304259249,57.5751304259249
212,"DMA","Dominica",80.0585661983025,80.0585661983025,80.0585661983025,80.0585661983025,80.0585661983025,80.3049952478733,80.4090787564364,82.2157479653966,83.148718152112,82.7445527442159,81.59136518022,80.191064212994,78.2213932308577,77.2660589619196,76.8881537270064,76.1255711534038,73.7176372092538,72.5286519161932,73.0519461758447,73.2296082370735,73.5010446013751,74.2767379172643,74.5277529956688,74.5277529956688,74.5277529956688,74.5277529956688
214,"DOM","Dominican Republic",64.2576985597005,64.2576985597005,64.2576985597005,64.2576985597005,64.2576985597005,70.8927622123956,70.1806208937082,70.9573941957327,70.6429872757719,66.1180648940332,65.1359980463416,61.0808333927109,49.7917938023439,37.2563497598355,31.4570643220364,30.8598263606349,29.9431453479343,30.658055681544,36.4448770117251,38.8589794429956,47.3218708054027,55.827355026061,59.5801818016795,59.5801818016795,59.5801818016795,59.5801818016795
218,"ECU","Ecuador",100,100,100,100,100,100,100,100,100,100,100,100,81.4635985822014,70.6020465555909,58.4316526483418,57.6429805133681,57.5983956869177,61.9891322624653,65.672797378574,70.6336145408929,78.253316372689,85.6214154061169,97.4171876629436,97.4171876629436,97.4171876629436,97.4171876629436
818,"EGY","Egypt",63.8523101564751,63.8523101564751,63.8523101564751,63.8523101564751,63.8523101564751,81.0440715406887,93.5329737961762,94.0815081097586,83.2453874361609,72.7404932535823,52.9546712899413,32.5816193385326,16.63440989347,13.1631809876338,12.9468853896071,27.0429360312408,39.930421226818,51.099748154055,58.0216077405426,65.4088518141931,64.8952422892527,61.3004630060124,54.9456271712222,54.9456271712222,54.9456271712222,54.9456271712222
222,"SLV","El Salvador",78.2087798795933,78.2087798795933,78.2087798795933,78.2087798795933,78.2087798795933,85.9952021420905,83.7572994801071,76.9328530731298,75.6971417646549,71.714288744475,74.4834649380094,66.9669292461576,60.8828525028386,62.851910371051,70.4778148905661,89.8059362228153,100,100,100,100,100,100,100,100,100,100
226,"GNQ","Equatorial Guinea",0,0,0,0,0,0,0,0,29.0935205514386,28.3302392253852,35.2498594413817,54.3172469765057,51.8022194925061,44.4573356584677,51.8199493817654,66.4200859739307,68.217641593608,100,100,100,100,100,100,100,100,100
232,"ERI","Eritrea",37.7705444740087,37.7705444740087,37.7705444740087,37.7705444740087,37.7705444740087,37.7705444740087,37.7705444740087,30.870704162041,38.5602662856589,48.6182517861709,60.3031676370279,69.6716897138029,65.0336384287742,63.0178725104881,60.7680228689897,58.2153661198444,57.843256479464,58.7801197623838,58.8120870951651,58.4648586789653,58.1525828029896,62.2906019794446,62.0605151742834,62.0605151742834,62.0605151742834,62.0605151742834
233,"EST","Estonia",100,100,100,100,100,100,100,100,100,100,100,100,97.8055822872584,87.216707799342,83.0249401459429,73.6381056440017,71.7130619327278,71.6628718483175,77.4160553297107,88.2981324553634,100,100,100,100,100,100
748,"SWZ","Eswatini",86.6637841072776,86.6637841072776,86.6637841072776,86.6637841072776,86.6637841072776,100,100,100,100,92.2632839147932,83.4303275115031,77.9854348755424,71.6260866625924,74.833874000079,78.542376662672,96.6413858743879,100,100,100,100,100,100,100,100,100,100
231,"ETH","Ethiopia",61.522228814328,61.522228814328,61.522228814328,61.522228814328,61.522228814328,58.8558087819374,52.2940583801142,36.099899872029,34.1164477389003,29.0182325971048,25.0280504769926,20.2123262839521,10.9860165079784,0,0,0,0,0,6.30504758174763,13.4896355011376,21.7418764944125,29.5189131652208,32.6065318078246,32.6065318078246,32.6065318078246,32.6065318078246
234,"FRO","Faeroe Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,"FLK","Falkland Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,"FJI","Fiji",47.4788454198321,47.4788454198321,47.4788454198321,47.4788454198321,47.4788454198321,58.8766164289249,69.3123656551223,83.0280612136752,100,100,100,100,98.8031228222888,90.7773288275159,85.6506666743613,84.2773992207651,80.4247284519699,79.2597637290545,80.2911383728107,80.294317997122,80.4441272817308,80.7834732435217,79.0673100857785,79.0673100857785,79.0673100857785,79.0673100857785
246,"FIN","Finland",77.3799079005864,77.3799079005864,77.3799079005864,77.3799079005864,77.3799079005864,78.1778807265958,84.3360118089143,94.1907732423272,100,94.1929960872012,96.7973014353094,84.7258870017197,74.5491730619274,68.5017033288547,69.8015920764711,63.1325182411417,61.0395768908174,60.5181720926372,66.46768699976,78.0781417632696,87.5887112068177,95.3048960259692,100,100,100,100
250,"FRA","France",100,100,100,100,100,98.2570926983337,92.0754071868967,90.8628728622224,93.2150712944311,96.1598911368704,98.6779535202417,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
258,"PYF","French Polynesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,"GAB","Gabon",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
270,"GMB","Gambia",58.0133816040036,58.0133816040036,58.0133816040036,58.0133816040036,58.0133816040036,55.5015323335223,52.8181311936177,55.3247887772286,57.7245422555023,48.6612487351785,38.2516792060505,23.8040589508182,20.4136039649591,8.86693015879347,0,0,0,0,4.3990859925056,12.2697391900575,22.9253002651793,34.9258049014539,52.2770654394502,52.2770654394502,52.2770654394502,52.2770654394502
268,"GEO","Georgia",86.0093288105044,86.0093288105044,86.0093288105044,86.0093288105044,86.0093288105044,86.4830506872549,86.493152035562,78.5527415259086,65.306586640518,66.9393502062148,69.5155927826164,71.0516522379865,79.9523386452032,98.9728892720976,100,100,100,100,90.2272378938873,76.6899917926696,76.1011786527224,77.371146428623,82.3227509968276,82.3227509968276,82.3227509968276,82.3227509968276
276,"DEU","Germany",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
288,"GHA","Ghana",46.504359101843,46.504359101843,46.504359101843,46.504359101843,46.504359101843,45.4078601709331,43.3719802450777,43.736247705853,45.6054284636722,47.8118892132563,40.5880795777663,40.602103370948,43.3269008154235,40.8385532093045,46.3660727739172,42.2281859358866,26.8644670372603,26.8476660535139,28.6199636440046,33.9257468969556,28.8263048727413,30.1751914030959,33.5023037268332,33.5023037268332,33.5023037268332,33.5023037268332
300,"GRC","Greece",54.4026494307861,54.4026494307861,54.4026494307861,54.4026494307861,54.4026494307861,55.040127183779,59.4817219254726,64.014502950846,68.3510086833232,71.8022012950415,74.1366281055634,75.8777526917751,76.1509719284492,75.5898412974909,76.4981608042281,76.2291361939835,79.0220946179886,81.9835209161666,84.447808175161,88.0496802473479,88.6952987464297,88.6721182217296,88.5740842998267,88.5740842998267,88.5740842998267,88.5740842998267
304,"GRL","Greenland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
308,"GRD","Grenada",63.1856054247727,63.1856054247727,63.1856054247727,63.1856054247727,63.1856054247727,45.2916854075082,37.1227885681351,31.6192115781996,31.5906784098497,29.6475328841,27.6535633203889,27.2558813885942,32.6141805278516,45.0549401194101,61.8422548030431,60.7475455563083,63.9868182151985,67.1485958481531,67.7417532036331,67.5618146851603,64.466422971979,58.8582421282971,54.7032645275244,54.7032645275244,54.7032645275244,54.7032645275244
320,"GTM","Guatemala",52.4239345367153,52.4239345367153,52.4239345367153,52.4239345367153,52.4239345367153,53.9331126066121,54.0982350052423,50.7683900686478,50.0673119739421,50.8395826558558,50.7709533903069,52.2363781549676,49.6206331193968,47.0963187083568,39.922378442911,30.7225973542839,23.5175750163409,17.9707569343482,22.0637324577158,26.1200423157273,30.9158959193287,38.3871012747999,43.6038586531801,43.6038586531801,43.6038586531801,43.6038586531801
831,"GGY","Guernsey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
