"code","iso","country","CDA.ind.1995","CDA.ind.1996","CDA.ind.1997","CDA.ind.1998","CDA.ind.1999","CDA.ind.2000","CDA.ind.2001","CDA.ind.2002","CDA.ind.2003","CDA.ind.2004","CDA.ind.2005","CDA.ind.2006","CDA.ind.2007","CDA.ind.2008","CDA.ind.2009","CDA.ind.2010","CDA.ind.2011","CDA.ind.2012","CDA.ind.2013","CDA.ind.2014","CDA.ind.2015","CDA.ind.2016","CDA.ind.2017","CDA.ind.2018","CDA.ind.2019","CDA.ind.2020"
270,"GMB","Gambia",41.6258653082354,41.6258653082354,41.6258653082354,41.6258653082354,41.6258653082354,38.0809581064402,35.167803856436,30.3867989045426,27.1955152070565,26.3727413385102,26.5476291848562,28.4978322936242,29.2100505578371,29.8816951295697,30.3654480500321,27.9207733991733,27.0380256380546,24.6422447659755,26.8009910153009,25.3852385462641,25.207839277939,25.7515357880075,24.0455402393724,24.0455402393724,24.0455402393724,24.0455402393724
268,"GEO","Georgia",93.0722588814348,93.0722588814348,93.0722588814348,93.0722588814348,93.0722588814348,90.3909980512984,88.3994900037972,97.4067058518536,65.3886759049898,47.1642192044841,57.0671530783962,47.2377881700943,35.3505446645009,28.9798029871634,22.15452567338,14.8129451175401,11.6533233835818,15.292810835675,22.7649254260768,25.3817798440329,33.034997459516,34.806377580992,35.8629729056604,35.8629729056604,35.8629729056604,35.8629729056604
276,"DEU","Germany",75.8361105030718,75.8361105030718,75.8361105030718,75.8361105030718,75.8361105030718,69.5023154131087,64.7582707503469,64.3225626736962,64.4171521740869,64.9536536657048,66.4521840439077,63.0716767666513,63.8800063983907,64.0207991476849,68.0364776659002,68.5103800253618,68.75012723193,68.1333775045414,65.5047997128781,65.5976081423977,65.8131785267177,62.2204784592776,60.6396061200727,60.6396061200727,60.6396061200727,60.6396061200727
288,"GHA","Ghana",21.4131252651128,21.4131252651128,21.4131252651128,21.4131252651128,21.4131252651128,24.7063660453684,26.9401354992618,30.509736716691,33.2886389354984,37.7525814571137,43.8674286329758,40.085773842316,33.4009965594986,32.4766534193297,38.3560448625669,37.929426870069,35.6953516958201,29.1495491775551,19.1283284819082,15.5308460711439,19.7598435018017,15.1369251923682,10.5959563645379,10.5959563645379,10.5959563645379,10.5959563645379
300,"GRC","Greece",47.0363321142495,47.0363321142495,47.0363321142495,47.0363321142495,47.0363321142495,45.2174563475237,43.7438500252679,42.8115830717967,43.0525185647832,43.3601143465644,44.3848395944021,46.9312705234817,49.2323933428188,50.988291142132,55.0684104165707,59.5144623511422,60.9770049776627,60.0479759723224,59.0806848311521,58.6768334221746,58.0427520928148,58.3301230601178,58.4847431935783,58.4847431935783,58.4847431935783,58.4847431935783
304,"GRL","Greenland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
308,"GRD","Grenada",16.9063858281051,16.9063858281051,16.9063858281051,16.9063858281051,16.9063858281051,18.4037975707244,22.3244870852704,25.7853497067637,30.4016076572419,34.3038174757057,37.0313467012297,39.34555300725,40.0703575575741,39.5504943895573,37.9732966912241,38.2043570665127,40.6989009111225,40.6370235022054,36.732082777835,44.419838530528,50.5437786640816,54.3086454512689,57.8025757261088,57.8025757261088,57.8025757261088,57.8025757261088
320,"GTM","Guatemala",19.2840215740929,19.2840215740929,19.2840215740929,19.2840215740929,19.2840215740929,17.5483578247979,18.6627674998518,16.6470728559143,22.4037257221322,22.4639421797996,22.0744988474403,27.9502250931095,33.4769664167141,39.9748435373378,45.8108653445346,50.7275463842856,53.8995760004555,55.5398372137259,54.8864680665962,44.0261760052709,37.3591379555433,30.5712761131114,26.462606218526,26.462606218526,26.462606218526,26.462606218526
831,"GGY","Guernsey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,"GIN","Guinea",25.9686101795722,25.9686101795722,25.9686101795722,25.9686101795722,25.9686101795722,25.3564231775976,25.9451417261289,27.4683077562009,30.3513427364413,30.5573455727745,34.6750547987293,38.0060962741638,40.7071311092029,40.3315693894414,39.6558842481475,35.6839142178165,30.9961319196079,30.1048050497658,33.7078944537276,35.5078213308819,33.2413389678485,31.2819420296623,30.1883585078381,30.1883585078381,30.1883585078381,30.1883585078381
624,"GNB","Guinea-Bissau",51.2159093526663,51.2159093526663,51.2159093526663,51.2159093526663,51.2159093526663,58.5860162624717,62.0642327185996,63.6412765257121,61.3801546051149,58.0794896892673,51.9563684392347,45.6038443203368,34.7366308085313,31.0586137296417,23.7817279415919,28.2166838459613,34.1323047226468,41.5482883307349,42.9104698702641,42.965299829224,36.9247889413956,31.0301112704019,24.519892116598,24.519892116598,24.519892116598,24.519892116598
328,"GUY","Guyana",23.0425046051185,23.0425046051185,23.0425046051185,23.0425046051185,23.0425046051185,23.6631643494149,27.9429232904231,37.4794017974171,49.9586891658592,53.2297184697785,58.9589972275045,74.7115098771804,70.2078526260772,65.7847190549332,61.1385189320762,55.7483223269258,50.3195458288648,42.3573096908478,37.147339252557,30.5852320218026,30.5220207982071,35.5390257427136,36.2798563696892,36.2798563696892,36.2798563696892,36.2798563696892
332,"HTI","Haiti",21.4718443438585,21.4718443438585,21.4718443438585,21.4718443438585,21.4718443438585,6.07923122461621,0,0,0,17.318306630758,21.855555855928,26.0232221775218,20.0983110943937,21.5098097999262,25.966576544706,34.8235919968232,42.0137836944086,44.4147593405195,49.1695610286348,45.595531319955,42.1556300397231,39.652829594484,34.8450162047302,34.8450162047302,34.8450162047302,34.8450162047302
336,"VAT","Holy See",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,"HND","Honduras",13.608642039787,13.608642039787,13.608642039787,13.608642039787,13.608642039787,14.3127765176612,14.0584087700306,12.0281792260154,14.582807685143,14.3028509207604,12.6712712889514,17.6680801234707,17.3729668598815,18.5140244195301,26.5085249494096,35.2584517913455,38.4120077659536,42.2800638942191,44.2356512221132,43.4917828121921,40.6301125688815,41.8728929951815,37.7051282264354,37.7051282264354,37.7051282264354,37.7051282264354
344,"HKG","Hong Kong",38.6864086143271,38.6864086143271,38.6864086143271,38.6864086143271,38.6864086143271,38.5939126724047,41.1694158963882,39.0321368923126,33.3286780166667,34.3480376612444,35.6795449547445,43.673715533422,51.063871410384,51.6454131320359,50.9416327159864,53.2828693223599,55.5841601365752,57.412521087926,55.4515416884129,55.7093209933091,54.1560643765935,53.5458463677874,50.2313214331291,50.2313214331291,50.2313214331291,50.2313214331291
348,"HUN","Hungary",67.0655154164603,67.0655154164603,67.0655154164603,67.0655154164603,67.0655154164603,67.0655154164603,65.6669384796093,69.4627759953621,66.042995103576,67.4580971741656,65.4777013582579,61.5697777046666,59.0185405059305,58.8842921691325,62.772739024745,66.3868888437039,69.5648848436994,73.2789102799878,71.3647837134775,73.7489651547831,74.2699751288394,73.4661401020446,66.3687013648218,66.3687013648218,66.3687013648218,66.3687013648218
352,"ISL","Iceland",43.7722500127928,43.7722500127928,43.7722500127928,43.7722500127928,43.7722500127928,40.018375232239,40.3458701931264,41.0691371295934,40.6992211813551,40.759170987538,43.3214712988948,42.2359085669418,42.5233863677376,40.2388359562643,39.631238956297,40.1794971394937,41.9831578698543,43.3738135177708,44.0033613830615,45.1973426106564,46.3088216398981,46.2935215946077,44.9499739358962,44.9499739358962,44.9499739358962,44.9499739358962
356,"IND","India",26.8657790138958,26.8657790138958,26.8657790138958,26.8657790138958,26.8657790138958,28.2329229825361,30.9114998457256,33.601313302759,36.3386147451128,37.7280904284187,38.2030486372369,36.5837158236098,33.9557375562206,30.3237199004239,24.337149437271,21.3943264541576,19.8670323102032,18.8425601979049,20.2800952878881,20.5182004084604,22.4215133171698,25.1129766593801,28.0549439050602,28.0549439050602,28.0549439050602,28.0549439050602
360,"IDN","Indonesia",30.2654381453769,30.2654381453769,30.2654381453769,30.2654381453769,30.2654381453769,37.4450602482099,38.5424588357889,37.5022672170112,35.4691116638041,33.3528377292308,33.0200067882549,30.7716664453634,24.5795306520988,27.1610742950657,27.8433644130536,30.5226476443965,21.7773406266417,14.8124679583711,20.2427344049431,27.3280063277745,35.4910435376116,44.9121796637093,52.0734916258168,52.0734916258168,52.0734916258168,52.0734916258168
364,"IRN","Iran",25.5365412965179,25.5365412965179,25.5365412965179,25.5365412965179,25.5365412965179,23.3822316337778,20.1365973138192,20.4156857926967,22.0942004189166,21.3202131383228,21.5710268584449,22.3653444807404,27.6359122954377,31.1456568872568,29.5185943164848,30.5470867779005,31.1965214022982,33.228274428506,36.2122187916224,37.8394856338365,40.3754727802781,41.5698554804939,42.2694465800739,42.2694465800739,42.2694465800739,42.2694465800739
368,"IRQ","Iraq",28.2629768455532,28.2629768455532,28.2629768455532,28.2629768455532,28.2629768455532,35.805029838534,42.9147606946952,43.0545595773681,41.6130476764519,31.3719027120888,22.6970232128926,24.2107693039654,43.7693250663999,47.356038091863,49.2439466709807,51.2772589844901,44.3724213564977,35.3420527179402,26.2841407555803,11.8579699599279,0,0,8.02659294404734,8.02659294404734,8.02659294404734,8.02659294404734
372,"IRL","Ireland",41.0244060389654,41.0244060389654,41.0244060389654,41.0244060389654,41.0244060389654,37.8664252189563,34.4990625674478,34.6354068340612,37.6193895279164,40.1248646334871,44.4733012323522,48.4230398286247,51.1698052245686,54.2997178293242,58.5424852606809,62.4926953998175,66.7650748508051,68.624001433274,70.8001738789578,74.3130622036045,74.9944993509692,70.2792100790882,65.1244000437601,65.1244000437601,65.1244000437601,65.1244000437601
833,"IMN","Isle of Man",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,"ISR","Israel",26.1731708282066,26.1731708282066,26.1731708282066,26.1731708282066,26.1731708282066,28.5926255663568,32.6595277903137,36.8042059134495,39.8082808623888,43.8262715912176,48.3600292213129,49.8232540299052,50.3309431036833,48.5710944389757,51.0412750882443,49.3689094514115,46.4638253006381,43.9858789087637,44.876642358451,48.7859891575738,52.9990170882558,55.4313442267259,57.4669084510768,57.4669084510768,57.4669084510768,57.4669084510768
380,"ITA","Italy",53.6472483893798,53.6472483893798,53.6472483893798,53.6472483893798,53.6472483893798,52.4423719251938,51.3388293769387,50.8160419805436,50.4719354976618,51.2178161936709,50.604867942803,51.5752348163112,53.0354996560636,55.231298428469,59.3893125570579,61.3546107168291,63.5434412179704,63.0134635909368,60.2410158883561,58.9220775705589,57.9091522865588,58.1989424551987,59.9779129316797,59.9779129316797,59.9779129316797,59.9779129316797
388,"JAM","Jamaica",35.558517339744,35.558517339744,35.558517339744,35.558517339744,35.558517339744,35.7918136958014,36.5628737469973,40.645650624484,44.0812931589063,48.8517799534383,51.6424988991567,50.0688344687912,53.6140139760658,56.598274335903,67.7712044616801,74.9083066806353,74.7320452577023,71.3147412963336,65.6902985256194,62.5956084274101,60.5789975965791,59.1712697800871,60.1288848080422,60.1288848080422,60.1288848080422,60.1288848080422
392,"JPN","Japan",51.173810470165,51.173810470165,51.173810470165,51.173810470165,51.173810470165,51.4497105853156,52.6683502044049,53.038838814331,54.1459255636446,53.3204512181176,53.1555077265814,52.7058880987837,52.5396777961597,55.1684466407315,58.5704008686448,59.4416872440124,60.5202569777874,59.6814612161323,57.9770747917208,57.2795949454059,57.5320850600119,57.9026904726366,57.6028714320609,57.6028714320609,57.6028714320609,57.6028714320609
832,"JEY","Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400,"JOR","Jordan",32.3771025014861,32.3771025014861,32.3771025014861,32.3771025014861,32.3771025014861,34.2166042628671,40.1821192669432,39.4963164012688,40.8469337339762,37.1360280465144,33.0900824527357,30.2280220313343,27.9563287905599,29.475171698451,32.4872381675768,36.9982171969373,41.6991695833566,42.9431782784287,45.5398792069999,44.1212648593674,49.6039797928815,55.1811957325466,59.1196138710588,59.1196138710588,59.1196138710588,59.1196138710588
398,"KAZ","Kazakhstan",60.6735203183325,60.6735203183325,60.6735203183325,60.6735203183325,60.6735203183325,62.8975010903046,71.3453244804392,80.6912538706321,72.1050268588597,52.7150056344789,38.055053561125,26.9309687527624,17.0462409258132,11.0937095304645,14.8072348339228,16.4253534160375,17.8431661967107,23.6861124867044,29.1395217404865,33.6733354550203,40.942482837573,46.3698113078576,47.010662366051,47.010662366051,47.010662366051,47.010662366051
404,"KEN","Kenya",9.90634856179004,9.90634856179004,9.90634856179004,9.90634856179004,9.90634856179004,6.15488481074171,17.4694114266837,33.3316978134596,51.0756471801559,66.0264119487923,75.6356323181248,66.6185932535175,65.1634027797615,57.0185658807202,42.8380229176155,29.0014445878833,17.0477810593541,16.4707369229347,22.9968499437278,26.8145706100456,29.2203831881125,31.0887611528613,33.8100892908157,33.8100892908157,33.8100892908157,33.8100892908157
296,"KIR","Kiribati",39.7579947600421,39.7579947600421,39.7579947600421,39.7579947600421,39.7579947600421,45.7574847350291,57.7240983765226,50.9473657522042,42.1749893906554,32.7444326905487,14.7662335011793,0,0,0,16.8054907900903,21.5375954427091,36.6911777749035,40.4295329795506,47.1135567237255,49.9449909389849,41.3237311961703,25.2487386291833,21.263234028685,21.263234028685,21.263234028685,21.263234028685
689,"XKX","Kosovo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
414,"KWT","Kuwait",7.70116343075021,7.70116343075021,7.70116343075021,7.70116343075021,7.70116343075021,7.70116343075021,7.70116343075021,29.4597585263442,39.3548068972075,45.4736140380928,38.250915831071,35.3480009447737,30.9734819110418,28.0585683168074,25.1705810977939,25.1919690868843,25.3885289079161,24.9318077663657,28.2973952992311,36.2431821098837,39.311954135668,42.9761521630942,48.0701203446285,48.0701203446285,48.0701203446285,48.0701203446285
417,"KGZ","Kyrgyzstan",63.8638023967915,63.8638023967915,63.8638023967915,63.8638023967915,63.8638023967915,66.9373208968737,77.7581083326203,86.9702100522888,72.4847076048553,57.1571921121273,58.7701252780306,53.711718924927,43.2491748811419,26.697932072325,24.4306518544255,27.0257869968507,33.2612839272719,26.0460232501468,21.4271593687551,18.8487026887663,21.8476047899737,29.3177771741955,34.065688754815,34.065688754815,34.065688754815,34.065688754815
418,"LAO","Laos",0,0,0,0,0,0,0,0,0,0,0,0.211435606662278,25.5207747161096,46.5822078085254,50.4871191593703,46.87781465068,49.9168834705283,45.9636802428253,48.1395415671366,37.2449741175896,25.7662795664934,10.1654028267656,17.7366371424354,17.7366371424354,17.7366371424354,17.7366371424354
428,"LVA","Latvia",100,100,100,100,100,100,100,100,100,83.4412554697745,69.9432492313503,56.971761665474,48.2234984324686,42.9333795987123,45.7529836167093,47.7585178089283,50.7357855773019,55.8451211502575,58.4687879928635,62.221589521826,65.9587024018504,65.7829752093791,65.8458192096228,65.8458192096228,65.8458192096228,65.8458192096228
422,"LBN","Lebanon",4.82021920175963,4.82021920175963,4.82021920175963,4.82021920175963,4.82021920175963,11.505522118661,19.7922066593068,26.2523200166783,29.5478528233526,36.3984019591524,43.4083397784106,54.4498080347612,64.8633888790816,59.942092199437,51.3572298579574,48.4291853797943,44.5834972481089,39.3755928051452,31.5146656436021,25.6346350920214,33.4409837838512,46.620811605106,63.3598611392085,63.3598611392085,63.3598611392085,63.3598611392085
426,"LSO","Lesotho",43.5603870336421,43.5603870336421,43.5603870336421,43.5603870336421,43.5603870336421,45.2486516263919,46.4975886931046,47.3747091694095,48.0490439635798,48.1706781739442,48.1008449348046,48.0263203396702,47.9473203275389,47.4198967809621,46.1332626591034,44.9371848038961,43.8989290715807,43.0211856326229,42.784985295157,42.66280093607,42.7539275874858,43.1475230526405,42.6442517587001,42.6442517587001,42.6442517587001,42.6442517587001
430,"LBR","Liberia",38.2753012262383,38.2753012262383,38.2753012262383,38.2753012262383,38.2753012262383,38.2753012262383,38.2753012262383,38.2753012262383,38.2753012262383,38.2753012262383,38.2753012262383,38.2753012262383,38.2753012262383,38.2753012262383,38.2753012262383,38.9423310832342,34.3741638876574,29.7897256772231,30.0154501517055,29.9727220904624,19.7771293617149,10.2569633041627,6.87291669874466,6.87291669874466,6.87291669874466,6.87291669874466
434,"LBY","Libya",46.3930602154542,46.3930602154542,46.3930602154542,46.3930602154542,46.3930602154542,46.3930602154542,46.3930602154542,46.3930602154542,46.3930602154542,46.3930602154542,46.3930602154542,46.3930602154542,46.3930602154542,46.3930602154542,45.7811832244504,42.8598283801802,54.7634758569483,56.7058999304549,56.1588733581882,55.2110792161974,56.9778762890693,57.6494547878792,57.9642572005262,57.9642572005262,57.9642572005262,57.9642572005262
438,"LIE","Liechtenstein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
440,"LTU","Lithuania",82.227222716252,82.227222716252,82.227222716252,82.227222716252,82.227222716252,82.227222716252,82.227222716252,82.227222716252,82.227222716252,82.227222716252,72.5415843167443,63.1579926422604,53.2634272970592,43.1759119889295,46.2600965272765,51.3523621740596,51.9703524547611,52.2327756358966,57.0359031922977,58.9247229644099,59.7898081476088,59.8746966823909,55.1866771236723,55.1866771236723,55.1866771236723,55.1866771236723
442,"LUX","Luxembourg",100,100,100,100,100,100,87.4089939606337,69.7906666984324,54.9086509186939,39.890389994696,32.5174126242443,27.5780412310334,28.1407833866943,33.9863614666547,42.4078872606625,48.2580901700628,54.1480871813933,59.4581504172489,70.9649310220104,75.4019842501704,77.5209183618384,79.2072731386568,78.707857369624,78.707857369624,78.707857369624,78.707857369624
446,"MAC","Macao",29.5563190738467,29.5563190738467,29.5563190738467,29.5563190738467,29.5563190738467,29.7867498699722,30.0540263180115,37.1032276694298,42.5615893311997,43.4396080751136,45.7322247856918,49.3730137207841,53.6282256637296,61.457596304553,54.1082703918945,59.1828524281597,61.2939502908245,73.4755583950602,91.4042766852294,93.2842711675734,84.0650749724395,73.1549451533123,64.1053213258774,64.1053213258774,64.1053213258774,64.1053213258774
450,"MDG","Madagascar",10.223173171238,10.223173171238,10.223173171238,10.223173171238,10.223173171238,10.0555858207506,13.9072846885358,32.9282430569291,42.6464810920567,45.7398890975574,52.4554295978224,58.7503635431302,58.2264865921553,55.1723777424864,50.3709510588013,43.0361903883938,33.120204021525,33.5793401691259,22.9984093677545,14.4839861124105,9.81542409925977,11.1683628018614,12.5715518459606,12.5715518459606,12.5715518459606,12.5715518459606
454,"MWI","Malawi",42.6893573874604,42.6893573874604,42.6893573874604,42.6893573874604,42.6893573874604,49.2540211400099,54.5687581607232,59.2362534453288,58.2057975749629,56.8464742782964,56.926663852723,55.8363098326498,55.4269126411255,50.1835319443142,48.9855232249535,44.4977847072422,42.4068396619741,43.5994437765314,39.7683485556435,35.9743065344464,34.7564099229018,34.2973602626625,37.2534503355544,37.2534503355544,37.2534503355544,37.2534503355544
458,"MYS","Malaysia",10.2341573325711,10.2341573325711,10.2341573325711,10.2341573325711,10.2341573325711,19.7416461527465,26.289332342916,33.5997379260178,32.8508652095649,34.1745865439202,28.0463893863846,24.8263434967627,21.1124246179425,20.138380311146,25.8675542246043,26.9473916191198,29.7234210553254,34.8766996537689,34.5066086158814,34.7052844182832,33.7059818138999,37.3571100364388,40.0529643727319,40.0529643727319,40.0529643727319,40.0529643727319
462,"MDV","Maldives",0,0,0,0,0,0,0,0,0,0,2.46484152072414,2.09002013342797,2.6554016053402,10.8710118607067,11.3539671589504,12.7015558230113,16.6909521814098,12.2121909793038,19.4404382404495,14.2195515706733,20.3569679329736,21.2049197073109,23.4000143500158,23.4000143500158,23.4000143500158,23.4000143500158
466,"MLI","Mali",20.1260680352136,20.1260680352136,20.1260680352136,20.1260680352136,20.1260680352136,13.2687896111766,9.25980695574231,8.31888241137683,11.0333693412214,16.0692506014258,24.0464242130678,33.438757350769,42.1260117937063,39.7227896232537,46.6260707002663,47.2338233225279,46.5653143423379,48.0464930142175,49.4977366071444,41.3552390927475,35.3429569523283,28.4904961556451,20.575290688319,20.575290688319,20.575290688319,20.575290688319
470,"MLT","Malta",51.5631734439046,51.5631734439046,51.5631734439046,51.5631734439046,51.5631734439046,56.1013702124253,56.5925015518521,62.6469483396214,53.0998712277148,48.1472106922145,47.2011828775955,47.247921848363,41.882684972852,45.1170223773802,48.3185876772082,54.4743925029171,55.530113257961,57.6869620475808,62.4634445365889,67.28875762106,61.4950542164154,57.8308415953011,52.8333668736495,52.8333668736495,52.8333668736495,52.8333668736495
584,"MHL","Marshall Islands",41.8152996486828,41.8152996486828,41.8152996486828,41.8152996486828,41.8152996486828,41.137610146031,39.1236628051269,39.6290035879405,38.3009635962442,35.4856172478697,36.0966718908373,35.7524188744994,35.2950006824217,35.5904318773401,39.2479990399404,40.0369566179412,41.0567622039151,42.1026853846592,44.5565931859848,43.2659738018283,44.1733164000356,40.3346952256989,35.1177440163825,35.1177440163825,35.1177440163825,35.1177440163825
478,"MRT","Mauritania",41.0908102562307,41.0908102562307,41.0908102562307,41.0908102562307,41.0908102562307,43.018343401863,43.5496634696479,42.5119385824835,42.3268998443922,35.4289036211881,32.025941689953,27.0918684940395,21.4817462956877,19.0909749406717,17.3202257202237,17.5669022602764,17.1700096367003,15.7590965532364,17.6308816324891,20.1334201292515,21.8254854489234,22.5592706889203,21.5432509900272,21.5432509900272,21.5432509900272,21.5432509900272
480,"MUS","Mauritius",36.3277359981773,36.3277359981773,36.3277359981773,36.3277359981773,36.3277359981773,34.7297735967258,32.9835822795346,30.0231935365571,26.4723503107816,29.2720198575971,27.387234060071,25.2361937289246,27.109165783163,30.4064734513609,34.1760683909643,35.4476627621311,36.9815454926341,39.8961953961552,41.945763207015,44.5122205543561,45.6713283830281,44.3995625401779,43.2364100417428,43.2364100417428,43.2364100417428,43.2364100417428
484,"MEX","Mexico",41.1760643374706,41.1760643374706,41.1760643374706,41.1760643374706,41.1760643374706,41.0439476787418,40.6320634875816,41.7470096050116,41.8931653562016,42.5725681403443,44.8191252469694,45.6489029144996,44.4965077601667,39.9370003873946,39.6556798052813,42.4660640278334,44.9873969416844,48.6474973867743,51.6588667064789,55.7586259451146,59.587729985192,60.5274418307763,59.5409828108578,59.5409828108578,59.5409828108578,59.5409828108578
583,"FSM","Micronesia",42.2979556081587,42.2979556081587,42.2979556081587,42.2979556081587,42.2979556081587,41.9552283249245,31.9495545199166,29.5550168935946,29.807029534291,31.1376923382409,39.0436646163442,47.7701070532595,51.5577663006718,58.3593216964605,60.4276906745574,70.2837611635445,67.1309271632199,62.0897088206727,55.0592698411953,47.3923279683973,44.9939727037758,40.2559874812837,31.9340512343444,31.9340512343444,31.9340512343444,31.9340512343444
498,"MDA","Moldova",100,100,100,100,100,100,100,100,100,100,100,73.2949107397344,55.7818330704971,39.2896450869462,37.6162543699433,43.7829857428117,48.8607984024719,54.6987180438366,57.520542452798,61.4849369961689,54.1838461302888,48.1330559180774,43.0242889729174,43.0242889729174,43.0242889729174,43.0242889729174
492,"MCO","Monaco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
496,"MNG","Mongolia",86.9568058592008,86.9568058592008,86.9568058592008,86.9568058592008,86.9568058592008,93.7520491676875,83.5554900534447,64.6130461098114,56.2292120256461,52.9575142821616,50.0323914385312,44.2201571793949,33.3485665826398,25.8728023714679,19.5723458134956,15.876560524476,0,0,0,0,0,0,7.66446758289122,7.66446758289122,7.66446758289122,7.66446758289122
499,"MNE","Montenegro",40.7143284008942,40.7143284008942,40.7143284008942,40.7143284008942,40.7143284008942,40.7143284008942,40.7143284008942,40.7143284008942,40.7143284008942,40.7143284008942,40.7143284008942,40.7143284008942,34.3673534627974,21.5345691502475,40.993013650179,47.566601842126,50.173758218371,55.2809940833856,59.4213155033518,60.525521045696,58.4266409506322,55.8642550582893,54.5316353819175,54.5316353819175,54.5316353819175,54.5316353819175
504,"MAR","Morocco",35.975749042921,35.975749042921,35.975749042921,35.975749042921,35.975749042921,38.8646754923965,38.6819316226348,39.2678750099121,39.806163844197,36.0220634590236,32.4175958696774,29.4978008946076,26.826968798724,25.7184740932829,26.9359985331007,28.6739317444523,29.0268705086477,29.1580130408359,35.3036487089899,38.4954648676568,41.8624586300509,45.4664442778838,47.0300754832786,47.0300754832786,47.0300754832786,47.0300754832786
508,"MOZ","Mozambique",46.5804634295963,46.5804634295963,46.5804634295963,46.5804634295963,46.5804634295963,40.6030000100836,26.0829299981687,16.7404312202844,1.36401833846054,0,0,0,0,0,11.1115375842716,21.9299852144171,21.921420645592,27.9676456722706,20.9624919053599,0,0,0,0,0,0,0
104,"MMR","Myanmar",7.77491281056174,7.77491281056174,7.77491281056174,7.77491281056174,7.77491281056174,6.03987873028616,16.7465376928567,24.6420537973003,31.0141115398846,28.7009905468407,29.1477884241737,28.3972564591355,29.9990933465689,40.978964832731,47.4631691506196,43.790966967145,43.5985427095454,52.3700705231005,55.4437733389557,35.7944215303217,21.0206545106533,1.53848289145415,0,0,0,0
516,"NAM","Namibia",14.700033569804,14.700033569804,14.700033569804,14.700033569804,14.700033569804,27.0392764486822,32.7452927319632,43.8107975179806,48.6413143936042,49.3587953353458,45.2384028573292,40.5214863677862,36.2899211095697,20.4357503814467,16.4564051255249,15.7771280432821,16.9978581893869,19.6019178361604,32.5595570079539,34.5913180843367,33.7556870483044,35.5626787298728,38.754728903431,38.754728903431,38.754728903431,38.754728903431
520,"NRU","Nauru",43.2046553776794,43.2046553776794,43.2046553776794,43.2046553776794,43.2046553776794,43.2046553776794,43.2046553776794,43.2046553776794,43.2046553776794,43.2046553776794,43.2046553776794,43.2046553776794,43.2046553776794,43.2046553776794,43.2046553776794,43.2046553776794,43.2046553776794,43.2046553776794,43.2046553776794,43.2046553776794,43.2046553776794,43.2046553776794,35.7911969687749,35.7911969687749,35.7911969687749,35.7911969687749
524,"NPL","Nepal",0,0,0,0,0,0,0,15.002221202217,29.3663222720385,44.4543997027008,51.3868005094197,59.2693024729487,63.0627033250883,64.6142965739397,48.4466433188447,31.9202961104652,13.3122835014618,4.83066406756835,0,0,0,0,0,0,0,0
528,"NLD","Netherlands",49.9654802017233,49.9654802017233,49.9654802017233,49.9654802017233,49.9654802017233,52.1193728819429,52.7984693327937,53.8972160890078,55.272404007967,56.5871532748332,56.3761449426785,55.171315852102,55.5577081292455,55.8716808747773,58.040027379002,58.2275877465618,60.539164909415,61.9872561173802,61.6942396868929,61.5249368058091,59.5514869102056,57.8066813229671,57.78783943893,57.78783943893,57.78783943893,57.78783943893
540,"NCL","New Caledonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,"NZL","New Zealand",34.5680771136267,34.5680771136267,34.5680771136267,34.5680771136267,34.5680771136267,34.5880379321963,34.6717114571563,36.9397714272915,38.428991101187,42.1120800051433,47.4011222986268,52.1495268912361,54.2092616630447,57.1786997802108,60.2623451806434,63.3558299936194,63.3998467305001,59.8107887527066,57.4585861737091,54.9470014156973,52.9514713534014,53.1560562116463,51.3867672237921,51.3867672237921,51.3867672237921,51.3867672237921
