"code","iso","country","FGT.ind.1995","FGT.ind.1996","FGT.ind.1997","FGT.ind.1998","FGT.ind.1999","FGT.ind.2000","FGT.ind.2001","FGT.ind.2002","FGT.ind.2003","FGT.ind.2004","FGT.ind.2005","FGT.ind.2006","FGT.ind.2007","FGT.ind.2008","FGT.ind.2009","FGT.ind.2010","FGT.ind.2011","FGT.ind.2012","FGT.ind.2013","FGT.ind.2014","FGT.ind.2015","FGT.ind.2016","FGT.ind.2017","FGT.ind.2018","FGT.ind.2019","FGT.ind.2020"
764,"THA","Thailand",5.90475103824873,6.00568176686374,6.03715842887729,6.63434471372605,6.74960043229972,7.05632153398371,5.81768182029252,5.17256855942924,5.51240086122991,5.23792299972604,5.83875354818635,7.16187199069246,5.80680143612442,7.34056401077905,6.46961987419458,5.64601510993096,5.91710947225212,5.64069914029166,5.50174023403187,5.53036032733398,5.53036032733398,5.53036032733398,5.53036032733398,5.53036032733398,5.53036032733398,5.53036032733398
626,"TLS","Timor-Leste",24.6492234268053,26.8155683017398,26.3659952134122,29.7909827852791,27.0339958708963,29.3904158726978,28.6729543062371,100,100,100,14.7115282446437,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
768,"TGO","Togo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
776,"TON","Tonga",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,73.4997217678039,73.4997217678039,73.4997217678039,73.4997217678039,73.4997217678039,73.4997217678039,73.4997217678039
780,"TTO","Trinidad and Tobago",7.81640788102827,8.53105171037673,8.71738302706561,8.37297798755964,7.67410124812469,7.37592684223053,8.41854367072251,8.39134548918773,8.67824814604893,8.45619981996504,9.02749718405768,7.75823928714577,9.25639947985084,9.18626603014572,8.73998363593321,13.4990849163703,9.24084838420347,9.17961430607753,8.98475428713988,6.66558546256415,6.66558546256415,6.66558546256415,6.66558546256415,6.66558546256415,6.66558546256415,6.66558546256415
788,"TUN","Tunisia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
792,"TUR","Turkey",5.90828656393052,5.69734436664523,6.03495235812214,5.90479397645569,6.23824253636928,5.41297381707533,5.54354345531489,5.72290141923813,5.58680079868442,5.78469721117243,7.13703675522584,5.80274658761188,5.35253342302327,4.65961446164845,4.79414525080152,5.56552203739659,7.28569120378793,10.2633623098369,9.99808679270255,7.2193142545309,7.2193142545309,7.2193142545309,7.2193142545309,7.2193142545309,7.2193142545309,7.2193142545309
795,"TKM","Turkmenistan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
796,"TCA","Turks and Caicos Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
798,"TUV","Tuvalu",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,92.8868684773208,100,100,100,77.3141102721686,77.3141102721686,77.3141102721686,77.3141102721686,77.3141102721686,77.3141102721686,77.3141102721686
800,"UGA","Uganda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
804,"UKR","Ukraine",4.6879185543998,4.8710899797376,4.88678818303764,3.65384570454769,3.31139333652052,3.20708358707937,1.88539520796448,2.00377161348729,2.59835985732629,2.49127214727903,2.21573399050173,3.20109799983598,3.49213399604548,3.00277973025429,3.09828921806543,2.86353839276475,2.66600609681463,3.37752186744427,3.33011699735191,4.06698949982712,4.06698949982712,4.06698949982712,4.06698949982712,4.06698949982712,4.06698949982712,4.06698949982712
784,"ARE","United Arab Emirates",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
826,"GBR","United Kingdom",2.91522106318777,3.31949030511953,3.27233478444563,2.90018877056632,3.81662933339807,3.23305430071049,2.82559144697804,2.03932879085366,2.73121047435049,1.73269896544066,2.00633918270918,3.19688677891061,4.21818052360385,3.79656966387898,3.05228846502003,3.52831460723942,3.79911702062853,4.08358232075608,3.80659622366555,3.72855637957851,3.72855637957851,3.72855637957851,3.72855637957851,3.72855637957851,3.72855637957851,3.72855637957851
840,"USA","United States of America",4.31226276035096,4.26871575612456,4.13829690913157,3.9169127181882,4.72363402271991,4.39499669099399,4.34730658131136,4.38830451929253,4.36105916176456,4.1384875181796,4.08281312075555,3.94510651128513,4.53041392732815,4.76395303156349,5.23819580925766,5.17122295051512,4.64283451694415,4.64916448062782,4.54417619895604,3.96755960291803,3.96755960291803,3.96755960291803,3.96755960291803,3.96755960291803,3.96755960291803,3.96755960291803
858,"URY","Uruguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860,"UZB","Uzbekistan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
548,"VUT","Vanuatu",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,84.4535655293403,100,100,100,66.2088998902414,66.2088998902414,66.2088998902414,66.2088998902414,66.2088998902414,66.2088998902414,66.2088998902414
862,"VEN","Venezuela",13.3843162451431,14.0030844245747,12.4939785198097,13.3614094380055,13.9774063355608,13.9684157607013,14.3580545836405,14.5753913748227,15.921269752929,18.1668901584161,15.4823555967603,15.3121401106589,17.4259260460867,17.2594209458887,26.5207707141656,23.834529510319,16.456754729297,22.7077839243685,19.1266426429913,17.7983554101293,17.7983554101293,17.7983554101293,17.7983554101293,17.7983554101293,17.7983554101293,17.7983554101293
704,"VNM","Viet Nam",7.27318957886673,6.55436248961597,6.0434397444826,5.66117311123413,5.34182498631351,5.06700527810381,4.92892784154023,4.64085300863971,3.78371051023703,4.19905243200516,4.01718049595442,3.77252576755288,3.56287666607439,3.3734221265176,2.96191012054432,2.80863689459213,2.68829514557015,2.51759975524791,2.38879880877204,2.1331971902943,2.1331971902943,2.1331971902943,2.1331971902943,2.1331971902943,2.1331971902943,2.1331971902943
876,"WLF","Wallis and Futuna Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
732,"ESH","Western Sahara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
887,"YEM","Yemen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
894,"ZMB","Zambia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716,"ZWE","Zimbabwe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
