"code","iso","country","USD.ind.1995","USD.ind.1996","USD.ind.1997","USD.ind.1998","USD.ind.1999","USD.ind.2000","USD.ind.2001","USD.ind.2002","USD.ind.2003","USD.ind.2004","USD.ind.2005","USD.ind.2006","USD.ind.2007","USD.ind.2008","USD.ind.2009","USD.ind.2010","USD.ind.2011","USD.ind.2012","USD.ind.2013","USD.ind.2014","USD.ind.2015","USD.ind.2016","USD.ind.2017","USD.ind.2018","USD.ind.2019","USD.ind.2020"
246,"FIN","Finland",93.5250689473504,93.5250689473504,93.5250689473504,93.5250689473504,93.5250689473504,93.5250689473504,94.0987627472882,94.672456547226,95.2461503471638,95.8198441471016,96.3935379470394,96.9672317469772,97.540925546915,98.1146193468528,98.6883131467905,99.2620069467283,99.8439453147657,100,100,100,100,100,100,100,100,100
250,"FRA","France",88.8202620523634,88.8202620523634,88.8202620523634,88.8202620523634,88.8202620523634,88.8202620523634,89.4394081558592,90.058554259355,90.6777003628507,91.2968464663466,91.9159925698423,92.535138673338,93.1542847768339,93.7734308803297,94.3925769838254,95.0117230873212,95.7562695786755,96.5008160700298,97.2453625613841,97.9899090527384,98.7344555440928,99.0960306341314,99.45760572417,99.8191808142086,100,100
258,"PYF","French Polynesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,"GAB","Gabon",14.8835991899496,14.8835991899496,14.8835991899496,14.8835991899496,14.8835991899496,14.8835991899496,15.3149266562325,15.7462541225153,16.1775815887983,16.6089090550811,17.040236521364,17.4715639876468,17.9028914539297,18.3342189202126,18.7655463864955,19.1968738527783,20.3187415996205,21.4406093464629,22.5624770933051,23.6843448401474,24.8062125869896,25.701575687692,26.5969387883943,27.4923018890966,28.387664989799,28.387664989799
270,"GMB","Gambia",7.50530935094378,7.50530935094378,7.50530935094378,7.50530935094378,7.50530935094378,7.50530935094378,8.25322629241226,9.0011432338809,9.74906017534951,10.496977116818,11.2448940582865,11.9928109997551,12.7407279412236,13.4886448826922,14.2365618241608,14.9844787656293,15.7195279193669,16.4545770731044,17.1896262268419,17.9246753805794,18.659724534317,18.8889048034804,19.1180850726437,19.3472653418071,19.5764456109705,19.5764456109705
268,"GEO","Georgia",42.6961048686544,42.6961048686544,42.6961048686544,42.6961048686544,42.6961048686544,42.6961048686544,43.1948426019205,43.6935803351867,44.1923180684528,44.691055801719,45.1897935349851,45.6885312682513,46.1872690015174,46.6860067347836,47.1847444680497,47.6834822013159,48.1532637267505,48.6230452521851,49.0928267776196,49.5626083030542,50.0323898284888,50.2409110439574,50.449432259426,50.6579534748948,50.8664746903634,50.8664746903634
276,"DEU","Germany",98.7532452931471,98.7532452931471,98.7532452931471,98.7532452931471,98.7532452931471,98.7532452931471,98.8525993085551,98.9519533239631,99.051307339371,99.150661354779,99.250015370187,99.349369385595,99.448723401003,99.548077416411,99.647431431819,99.746785447227,100,100,100,100,100,100,100,100,100,100
288,"GHA","Ghana",8.17663839032754,8.17663839032754,8.17663839032754,8.17663839032754,8.17663839032754,8.17663839032754,9.09913718131379,10.0216359722999,10.9441347632862,11.8666335542724,12.7891323452587,13.7116311362448,14.6341299272311,15.5566287182173,16.4791275092035,17.4016263001897,17.5917514264505,17.7818765527113,17.9720016789722,18.1621268052331,18.3522519314939,19.1462773830801,19.9403028346665,20.7343282862528,21.528353737839,21.528353737839
300,"GRC","Greece",88.506890586803,88.506890586803,88.506890586803,88.506890586803,88.506890586803,88.506890586803,89.0609270613639,89.6149635359248,90.1690000104857,90.7230364850467,91.2770729596076,91.8311094341684,92.3851459087294,92.9391823832903,93.4932188578512,94.0472553324121,94.1715240346164,94.2957927368206,94.4200614390249,94.5443301412292,94.6685988434334,94.875923324931,95.0832478064286,95.2905722879262,95.4978967694238,95.4978967694238
304,"GRL","Greenland",63.3603122631156,63.3603122631156,63.3603122631156,63.3603122631156,63.3603122631156,63.3603122631156,63.869534826015,64.3787573889144,64.8879799518139,65.3972025147133,65.9064250776127,66.4156476405122,66.9248702034117,67.4340927663111,67.9433153292105,68.4525378921099,68.8901247911315,69.327711690153,69.7652985891745,70.202885488196,70.6404723872175,70.8454219766583,71.0503715660991,71.2553211555399,71.4602707449807,71.4602707449807
308,"GRD","Grenada",46.0385851514694,46.0385851514694,46.0385851514694,46.0385851514694,46.0385851514694,46.0385851514694,46.3375583646347,46.6365315778001,46.9355047909654,47.2344780041307,47.5334512172961,47.8324244304614,48.1313976436267,48.430370856792,48.7293440699574,49.0283172831227,49.3386609113376,49.6490045395525,49.9593481677674,50.2696917959823,50.5800354241971,50.7447693310649,50.9095032379327,51.0742371448004,51.2389710516682,51.2389710516682
320,"GTM","Guatemala",13.7117918120598,13.7117918120598,13.7117918120598,13.7117918120598,13.7117918120598,13.7117918120598,14.5776917718854,15.4435917317108,16.3094916915363,17.1753916513619,18.0412916111874,18.9071915710128,19.7730915308384,20.6389914906639,21.5048914504893,22.3707914103149,23.2699160153433,24.1690406203718,25.0681652254002,25.9672898304287,26.8664144354571,27.6362072229219,28.4060000103866,29.1757927978514,29.9455855853161,29.9455855853161
831,"GGY","Guernsey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,"GIN","Guinea",0.862093046907802,0.862093046907802,0.862093046907802,0.862093046907802,0.862093046907802,0.862093046907802,1.46426845150242,2.06644385609708,2.6686192606917,3.27079466528632,3.87297006988095,4.47514547447557,5.0773208790702,5.67949628366482,6.28167168825945,6.88384709285408,7.314607751883,7.74536841091189,8.17612906994094,8.60688972896983,9.03765038799874,9.70273648633352,10.3678225846683,11.0329086830031,11.6979947813379,11.6979947813379
624,"GNB","Guinea-Bissau",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221578083662848,0.528967158087553,1.16730151684943,1.80563587561129,2.4439702343733,3.08230459313515,3.720638951897,4.53490626557328,5.34917357924957,6.16344089292573,6.97770820660202,6.97770820660202
328,"GUY","Guyana",23.2899740466731,23.2899740466731,23.2899740466731,23.2899740466731,23.2899740466731,23.2899740466731,24.2549758532078,25.2199776597426,26.1849794662773,27.1499812728121,28.1149830793468,29.0799848858815,30.0449866924164,31.0099884989511,31.9749903054859,32.9399921120206,33.7693052272104,34.5986183424003,35.4279314575901,36.2572445727799,37.0865576879698,37.6751792213042,38.2638007546387,38.8524222879732,39.4410438213077,39.4410438213077
332,"HTI","Haiti",4.64205323761492,4.64205323761492,4.64205323761492,4.64205323761492,4.64205323761492,4.64205323761492,5.01397262672967,5.38589201584442,5.75781140495914,6.12973079407389,6.50165018318864,6.87356957230327,7.24548896141802,7.61740835053277,7.98932773964752,8.36124712876227,9.15907262164083,9.95689811451939,10.7547236073978,11.5525491002764,12.350374593155,12.8605723561001,13.3707701190454,13.8809678819907,14.3911656449359,14.3911656449359
336,"VAT","Holy See",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,"HND","Honduras",17.8195792577616,17.8195792577616,17.8195792577616,17.8195792577616,17.8195792577616,17.8195792577616,18.7099455926007,19.6003119274399,20.490678262279,21.3810445971181,22.2714109319573,23.1617772667964,24.0521436016355,24.9425099364746,25.8328762713138,26.7232426061529,27.4415779952768,28.159913384401,28.8782487735249,29.596584162649,30.314919551773,31.0289305097134,31.7429414676539,32.4569524255943,33.1709633835347,33.1709633835347
344,"HKG","Hong Kong",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
348,"HUN","Hungary",58.8409836700609,58.8409836700609,58.8409836700609,58.8409836700609,58.8409836700609,58.8409836700609,59.2410677150459,59.6411517600308,60.0412358050156,60.4413198500006,60.8414038949855,61.2414879399705,61.6415719849554,62.0416560299403,62.4417400749252,62.8418241199102,62.7682087887187,62.6945934575273,62.6209781263358,62.5473627951445,62.473747463953,63.03128602697,63.588824589987,64.1463631530041,64.7039017160211,64.7039017160211
352,"ISL","Iceland",92.9992296775778,92.9992296775778,92.9992296775778,92.9992296775778,92.9992296775778,92.9992296775778,93.5638153836587,94.1284010897397,94.6929867958207,95.2575725019017,95.8221582079826,96.3867439140636,96.9513296201446,97.5159153262256,98.0805010323066,98.6450867383875,99.072522059823,99.4999573812584,99.9273927026938,100,100,100,100,100,100,100
356,"IND","India",3.80981310773829,3.80981310773829,3.80981310773829,3.80981310773829,3.80981310773829,3.80981310773829,4.52114918758998,5.23248526744158,5.94382134729328,6.65515742714484,7.36649350699655,8.07782958684825,8.78916566669982,9.50050174655154,10.2118378264031,10.9231739062548,12.0177453246809,13.1123167431069,14.206888161533,15.3014595799589,16.396030998385,17.64594212651,18.8958532546351,20.1457643827601,21.395675510885,21.395675510885
360,"IDN","Indonesia",16.0670017798581,16.0670017798581,16.0670017798581,16.0670017798581,16.0670017798581,16.0670017798581,16.9293954661235,17.7917891523888,18.6541828386541,19.5165765249194,20.3789702111848,21.2413638974501,22.1037575837155,22.9661512699808,23.8285449562461,24.6909386425115,25.7765839190356,26.8622291955597,27.9478744720839,29.033519748608,30.1191650251321,31.0752988452843,32.0314326654365,32.9875664855885,33.9437003057407,33.9437003057407
364,"IRN","Iran",43.3483968943585,43.3483968943585,43.3483968943585,43.3483968943585,43.3483968943585,43.3483968943585,44.458372605799,45.5683483172396,46.6783240286802,47.7882997401208,48.8982754515613,50.0082511630019,51.1182268744425,52.2282025858831,53.3381782973237,54.4481540087643,55.2068696543225,55.9655852998805,56.7243009454387,57.4830165909968,58.2417322365549,58.9147733691519,59.5878145017487,60.2608556343457,60.9338967669426,60.9338967669426
368,"IRQ","Iraq",32.8050848667627,32.8050848667627,32.8050848667627,32.8050848667627,32.8050848667627,32.8050848667627,33.6354464153376,34.4658079639126,35.2961695124875,36.1265310610623,36.9568926096372,37.7872541582122,38.6176157067871,39.447977255362,40.278338803937,41.1087003525119,42.9901543136535,44.8716082747952,46.753062235937,48.6345161970786,50.5159701582202,51.7581933167289,53.0004164752376,54.2426396337464,55.484862792255,55.484862792255
372,"IRL","Ireland",85.1804507125276,85.1804507125276,85.1804507125276,85.1804507125276,85.1804507125276,85.1804507125276,85.5878382760242,85.995225839521,86.4026134030176,86.8100009665143,87.2173885300111,87.6247760935077,88.0321636570044,88.4395512205011,88.8469387839978,89.2543263474944,89.5896272916664,89.9249282358382,90.2602291800101,90.595530124182,90.9308310683539,91.5753707007153,92.2199103330768,92.8644499654382,93.5089895977996,93.5089895977996
833,"IMN","Isle of Man",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,"ISR","Israel",86.7618797205328,86.7618797205328,86.7618797205328,86.7618797205328,86.7618797205328,86.7618797205328,86.9250123513567,87.0881449821805,87.2512776130043,87.4144102438282,87.5775428746521,87.7406755054759,87.9038081362998,88.0669407671236,88.2300733979474,88.3932060287713,88.5890632550063,88.7849204812413,88.9807777074764,89.1766349337113,89.3724921599463,89.9115749987155,90.4506578374845,90.9897406762537,91.5288235150229,91.5288235150229
380,"ITA","Italy",94.776094926726,94.776094926726,94.776094926726,94.776094926726,94.776094926726,94.776094926726,94.9746981819747,95.1733014372234,95.3719046924721,95.5705079477208,95.7691112029695,95.9677144582182,96.1663177134669,96.3649209687156,96.5635242239643,96.762127479213,96.9296054659635,97.097083452714,97.2645614394645,97.432039426215,97.5995174129655,97.9923931634534,98.3852689139413,98.7781446644292,99.1710204149172,99.1710204149172
388,"JAM","Jamaica",47.6197118286382,47.6197118286382,47.6197118286382,47.6197118286382,47.6197118286382,47.6197118286382,48.0571232608009,48.4945346929637,48.9319461251264,49.3693575572891,49.806768989452,50.2441804216147,50.6815918537774,51.1190032859401,51.556414718103,51.9938261502657,51.9842252536702,51.9746243570749,51.9650234604794,51.9554225638841,51.9458216672887,52.0638356187034,52.1818495701183,52.299863521533,52.4178774729477,52.4178774729477
392,"JPN","Japan",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
832,"JEY","Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400,"JOR","Jordan",53.3545487999559,53.3545487999559,53.3545487999559,53.3545487999559,53.3545487999559,53.3545487999559,54.0084393256583,54.6623298513606,55.3162203770629,55.9701109027652,56.6240014284674,57.2778919541697,57.931782479872,58.5856730055743,59.2395635312766,59.8934540569789,61.8474947939018,63.8015355308245,65.7555762677474,67.7096170046701,69.663657741593,71.055503779239,72.447349816885,73.839195854531,75.231041892177,75.231041892177
398,"KAZ","Kazakhstan",37.1208414638037,37.1208414638037,37.1208414638037,37.1208414638037,37.1208414638037,37.1208414638037,38.3400709477379,39.5593004316722,40.7785299156064,41.9977593995407,43.2169888834749,44.4362183674093,45.6554478513436,46.8746773352778,48.0939068192121,49.3131363031463,50.0615545616769,50.8099728202074,51.558391078738,52.3068093372685,53.0552275957991,53.3030570418345,53.5508864878697,53.7987159339051,54.0465453799405,54.0465453799405
404,"KEN","Kenya",4.90196017853829,4.90196017853829,4.90196017853829,4.90196017853829,4.90196017853829,4.90196017853829,5.12123530706295,5.3405104355875,5.55978556411218,5.77906069263685,5.99833582116139,6.21761094968605,6.43688607821072,6.6561612067354,6.87543633525993,7.09471146378461,7.81383599948576,8.53296053518692,9.25208507088796,9.97120960658911,10.6903341422903,11.4469189122757,12.2035036822612,12.9600884522465,13.7166732222319,13.7166732222319
296,"KIR","Kiribati",8.78911526247752,8.78911526247752,8.78911526247752,8.78911526247752,8.78911526247752,8.78911526247752,9.21906118985191,9.64900711722618,10.0789530446006,10.508898971975,10.9388448993492,11.3687908267236,11.798736754098,12.2286826814724,12.6586286088467,13.0885745362211,13.4158649507649,13.7431553653086,14.0704457798524,14.3977361943962,14.72502660894,15.4146018286468,16.1041770483537,16.7937522680605,17.4833274877673,17.4833274877673
689,"XKX","Kosovo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
414,"KWT","Kuwait",72.2516570776747,72.2516570776747,72.2516570776747,72.2516570776747,72.2516570776747,72.2516570776747,72.8310735402519,73.4104900028289,73.989906465406,74.569322927983,75.1487393905601,75.7281558531371,76.3075723157143,76.8869887782913,77.4664052408683,78.0458217034454,78.754138307619,79.4624549117924,80.170771515966,80.8790881201395,81.587404724313,81.9266917310112,82.2659787377093,82.6052657444075,82.9445527511056,82.9445527511056
417,"KGZ","Kyrgyzstan",28.3175364326567,28.3175364326567,28.3175364326567,28.3175364326567,28.3175364326567,28.3175364326567,29.3513816737614,30.3852269148662,31.419072155971,32.4529173970757,33.4867626381805,34.5206078792853,35.5544531203901,36.5882983614949,37.6221436025996,38.6559888437044,39.1577057048871,39.6594225660697,40.1611394272525,40.6628562884351,41.1645731496178,41.609029505168,42.0534858607181,42.4979422162683,42.9423985718184,42.9423985718184
418,"LAO","Laos",7.82127336108316,7.82127336108316,7.82127336108316,7.82127336108316,7.82127336108316,7.82127336108316,8.8128873462889,9.80450133149451,10.7961153167002,11.7877293019059,12.7793432871116,13.7709572723173,14.7625712575229,15.7541852427287,16.7457992279343,17.73741321314,18.741847072245,19.7462809313501,20.750714790455,21.7551486495601,22.7595825086651,23.8827840572367,25.0059856058082,26.1291871543799,27.2523887029515,27.2523887029515
428,"LVA","Latvia",54.000492976474,54.000492976474,54.000492976474,54.000492976474,54.000492976474,54.000492976474,54.4988856677118,54.9972783589497,55.4956710501876,55.9940637414254,56.4924564326632,56.9908491239011,57.4892418151389,57.9876345063768,58.4860271976146,58.9844198888525,59.0887695441721,59.1931191994917,59.2974688548115,59.4018185101311,59.5061681654507,59.9165890368502,60.3270099082498,60.7374307796493,61.1478516510488,61.1478516510488
422,"LBN","Lebanon",52.9301031654729,52.9301031654729,52.9301031654729,52.9301031654729,52.9301031654729,52.9301031654729,54.5801758187328,56.2302484719928,57.8803211252527,59.5303937785127,61.1804664317726,62.8305390850326,64.4806117382925,66.1306843915525,67.7807570448124,69.4308296980724,70.7744335146688,72.1180373312653,73.4616411478616,74.8052449644581,76.1488487810545,76.9684315673503,77.788014353646,78.6075971399418,79.4271799262375,79.4271799262375
426,"LSO","Lesotho",1.17795912391331,1.17795912391331,1.17795912391331,1.17795912391331,1.17795912391331,1.17795912391331,1.42884387721067,1.67972863050804,1.93061338380527,2.18149813710264,2.43238289040001,2.68326764369738,2.93415239699473,3.18503715029198,3.43592190358935,3.68680665688672,4.0723723047244,4.45793795256193,4.8435036003996,5.22906924823715,5.6146348960748,6.04879953544138,6.48296417480779,6.91712881417436,7.3512934535409,7.3512934535409
430,"LBR","Liberia",0,0,0,0,0,0,0,0,0,0,0,0,0.532500071990711,1.51333960415502,2.49417913631918,3.47501866848346,4.18670883947092,4.89839901045838,5.61008918144572,6.32177935243317,7.03346952342064,7.89444688672327,8.75542425002588,9.61640161332851,10.4773789766311,10.4773789766311
434,"LBY","Libya",43.8173008769782,43.8173008769782,43.8173008769782,43.8173008769782,43.8173008769782,43.8173008769782,44.9885995988298,46.1598983206812,47.3311970425326,48.5024957643842,49.6737944862358,50.8450932080872,52.0163919299387,53.1876906517903,54.3589893736417,55.5302880954933,55.9143236636855,56.2983592318775,56.6823948000697,57.0664303682617,57.4504659364539,57.3165331640468,57.1826003916399,57.048667619233,56.914734846826,56.914734846826
438,"LIE","Liechtenstein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
440,"LTU","Lithuania",54.2757844053354,54.2757844053354,54.2757844053354,54.2757844053354,54.2757844053354,54.2757844053354,54.6234183829608,54.9710523605864,55.3186863382118,55.6663203158372,56.0139542934627,56.3615882710881,56.7092222487135,57.0568562263389,57.4044902039644,57.7521241815898,58.013445029398,58.2747658772062,58.5360867250144,58.7974075728227,59.0587284206308,59.2680343781829,59.4773403357351,59.686646293287,59.8959522508392,59.8959522508392
442,"LUX","Luxembourg",95.7249903604451,95.7249903604451,95.7249903604451,95.7249903604451,95.7249903604451,95.7249903604451,95.9903303926744,96.2556704249037,96.5210104571329,96.7863504893622,97.0516905215915,97.3170305538207,97.58237058605,97.8477106182793,98.1130506505085,98.3783906827378,98.8237340779252,99.2690774731126,99.7144208683,100,100,100,100,100,100,100
446,"MAC","Macao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
450,"MDG","Madagascar",0,0,0,0,0,0,0.0132786274690346,0.143770606203802,0.274262584938583,0.404754563673507,0.535246542408302,0.665738521143197,0.796230499878092,0.926722478612888,1.05721445734781,1.18770643608259,1.58762973457476,1.98755303306709,2.38747633155928,2.78739963005158,3.18732292854376,3.80418305791473,4.4210431872857,5.03790331665667,5.65476344602763,5.65476344602763
454,"MWI","Malawi",0,0,0,0,0,0,0,0.44095851042384,1.30694869720855,2.17293888399331,3.03892907077815,3.9049192575629,4.77090944434762,5.63689963113238,6.50288981791709,7.36888000470184,7.92915489102923,8.48942977735675,9.04970466368412,9.60997955001166,10.1702544363391,10.6398529245466,11.1094514127541,11.5790499009616,12.0486483891691,12.0486483891691
458,"MYS","Malaysia",60.8221324600176,60.8221324600176,60.8221324600176,60.8221324600176,60.8221324600176,60.8221324600176,61.3427479052147,61.8633633504118,62.3839787956089,62.9045942408059,63.4252096860029,63.9458251312001,64.4664405763971,64.9870560215942,65.5076714667913,66.0282869119884,66.7137787978793,67.3992706837703,68.0847625696612,68.7702544555522,69.4557463414431,70.03393954844,70.612132755437,71.1903259624338,71.7685191694308,71.7685191694308
462,"MDV","Maldives",34.2035573299783,34.2035573299783,34.2035573299783,34.2035573299783,34.2035573299783,34.2035573299783,35.60679392646,37.0100305229417,38.4132671194235,39.8165037159053,41.2197403123871,42.6229769088688,44.0262135053506,45.4294501018324,46.832686698314,48.2359232947958,48.8362756020353,49.4366279092748,50.0369802165142,50.6373325237537,51.2376848309932,51.7542028838979,52.2707209368025,52.7872389897071,53.3037570426117,53.3037570426117
466,"MLI","Mali",0,0,0,0,0,0,0,0,0,0,0,0.572373569332839,1.38925066491447,2.20612776049624,3.0230048560779,3.83988195165954,4.54538281248232,5.25088367330497,5.95638453412775,6.66188539495039,7.36738625577318,7.59668091626418,7.82597557675516,8.05527023724602,8.284564897737,8.284564897737
470,"MLT","Malta",90.1063155511167,90.1063155511167,90.1063155511167,90.1063155511167,90.1063155511167,90.1063155511167,90.6579604055302,91.2096052599437,91.7612501143571,92.3128949687706,92.8645398231841,93.4161846775976,93.967829532011,94.5194743864245,95.0711192408379,95.6227640952514,96.025610821411,96.4284575475705,96.8313042737301,97.2341509998896,97.6369977260491,98.106553545403,98.5761093647569,99.0456651841107,99.5152210034646,99.5152210034646
584,"MHL","Marshall Islands",16.0070583952667,16.0070583952667,16.0070583952667,16.0070583952667,16.0070583952667,16.0070583952667,17.3808196324434,18.7545808696203,20.128342106797,21.5021033439739,22.8758645811506,24.2496258183274,25.6233870555042,26.9971482926809,28.3709095298578,29.7446707670345,30.5090381531851,31.2734055393357,32.0377729254862,32.8021403116368,33.5665076977873,33.9919097550107,34.4173118122341,34.8427138694575,35.2681159266808,35.2681159266808
478,"MRT","Mauritania",0,0,0,0,0,0,0.643688469631698,1.28737693926338,1.93106540889518,2.57475387852686,3.21844234815855,3.86213081779024,4.50581928742191,5.14950775705374,5.79319622668542,6.43688469631711,7.16379842844535,7.89071216057349,8.61762589270174,9.34453962482986,10.0714533569581,10.9817147573529,11.8919761577478,12.8022375581425,13.7124989585373,13.7124989585373
480,"MUS","Mauritius",55.6357572605085,55.6357572605085,55.6357572605085,55.6357572605085,55.6357572605085,55.6357572605085,56.2907790197745,56.9458007790403,57.6008225383062,58.2558442975721,58.910866056838,59.565887816104,60.2209095753698,60.8759313346358,61.5309530939016,62.1859748531676,63.0073634592392,63.8287520653109,64.6501406713824,65.4715292774541,66.2929178835258,66.8532622354938,67.4136065874619,67.9739509394299,68.534295291398,68.534295291398
484,"MEX","Mexico",39.0759045796627,39.0759045796627,39.0759045796627,39.0759045796627,39.0759045796627,39.0759045796627,40.4159242512903,41.755943922918,43.0959635945458,44.4359832661734,45.776002937801,47.1160226094287,48.4560422810564,49.796061952684,51.1360816243118,52.4761012959394,52.9000586413776,53.3240159868158,53.7479733322539,54.1719306776922,54.5958880231304,55.2537145836491,55.9115411441679,56.5693677046866,57.2271942652054,57.2271942652054
583,"FSM","Micronesia",18.4078136974858,18.4078136974858,18.4078136974858,18.4078136974858,18.4078136974858,18.4078136974858,20.224846786502,22.0418798755181,23.8589129645342,25.6759460535503,27.4929791425665,29.3100122315826,31.1270453205987,32.9440784096147,34.7611114986309,36.578144587647,36.947081992947,37.316019398247,37.6849568035471,38.0538942088471,38.4228316141471,38.6707267320487,38.9186218499504,39.166516967852,39.4144120857537,39.4144120857537
498,"MDA","Moldova",42.4578825011434,42.4578825011434,42.4578825011434,42.4578825011434,42.4578825011434,42.4578825011434,42.929188808555,43.4004951159665,43.871801423378,44.3431077307895,44.814414038201,45.2857203456126,45.757026653024,46.2283329604356,46.6996392678471,47.1709455752586,47.4237757888445,47.6766060024304,47.9294362160162,48.1822664296022,48.435096643188,48.55660473492,48.6781128266519,48.7996209183838,48.9211290101158,48.9211290101158
492,"MCO","Monaco",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
496,"MNG","Mongolia",25.9333853918685,25.9333853918685,25.9333853918685,25.9333853918685,25.9333853918685,25.9333853918685,27.251098318387,28.5688112449055,29.886524171424,31.2042370979425,32.5219500244609,33.8396629509794,35.1573758774979,36.4750888040164,37.7928017305349,39.1105146570533,39.567608674149,40.0247026912446,40.4817967083402,40.9388907254358,41.3959847425315,41.6172658480003,41.8385469534693,42.0598280589381,42.281109164407,42.281109164407
499,"MNE","Montenegro",66.0364839102349,66.0364839102349,66.0364839102349,66.0364839102349,66.0364839102349,66.0364839102349,66.8436662104449,67.6508485106548,68.4580308108649,69.2652131110748,70.0723954112847,70.8795777114948,71.6867600117048,72.4939423119147,73.3011246121248,74.1083069123347,74.778181440325,75.4480559683153,76.1179304963056,76.7878050242959,77.4576795522862,77.8137595757558,78.1698395992253,78.525919622695,78.8819996461645,78.8819996461645
504,"MAR","Morocco",24.9501229294354,24.9501229294354,24.9501229294354,24.9501229294354,24.9501229294354,24.9501229294354,26.0466665665846,27.1432102037338,28.239753840883,29.3362974780323,30.4328411151814,31.5293847523307,32.6259283894799,33.7224720266292,34.8190156637783,35.9155593009276,37.1515641245973,38.3875689482669,39.6235737719366,40.8595785956062,42.0955834192759,43.3783501363248,44.6611168533735,45.9438835704224,47.2266502874711,47.2266502874711
508,"MOZ","Mozambique",2.64314569277487,2.64314569277487,2.64314569277487,2.64314569277487,2.64314569277487,2.64314569277487,3.48079270837356,4.31843972397223,5.15608673957092,5.99373375516963,6.83138077076832,7.66902778636688,8.50667480196557,9.34432181756426,10.1819688331629,11.0196158487616,11.6402539898482,12.2608921309347,12.8815302720212,13.5021684131077,14.1228065541942,14.6736593381826,15.224512122171,15.7753649061594,16.3262176901478,16.3262176901478
104,"MMR","Myanmar",7.30187680369737,7.30187680369737,7.30187680369737,7.30187680369737,7.30187680369737,7.30187680369737,8.80226952291174,10.3026622421261,11.8030549613404,13.3034476805547,14.8038403997691,16.3042331189835,17.8046258381979,19.3050185574121,20.8054112766265,22.3058039958409,23.5578989453354,24.80999389483,26.0620888443245,27.3141837938191,28.5662787433136,29.4948719491797,30.4234651550458,31.3520583609121,32.2806515667782,32.2806515667782
516,"NAM","Namibia",11.2883918532103,11.2883918532103,11.2883918532103,11.2883918532103,11.2883918532103,11.2883918532103,11.6438854738783,11.9993790945463,12.3548727152143,12.7103663358823,13.0658599565503,13.4213535772184,13.7768471978863,14.1323408185543,14.4878344392223,14.8433280598903,15.5106994958139,16.1780709317375,16.8454423676612,17.5128138035848,18.1801852395084,18.8368669877645,19.4935487360204,20.1502304842764,20.8069122325324,20.8069122325324
520,"NRU","Nauru",32.4608538594081,32.4608538594081,32.4608538594081,32.4608538594081,32.4608538594081,32.4608538594081,32.8456339462946,33.2304140331812,33.6151941200677,33.9999742069543,34.3847542938408,34.7695343807273,35.1543144676138,35.5390945545004,35.9238746413869,36.3086547282735,37.6312997317524,38.9539447352314,40.2765897387103,41.5992347421893,42.9218797456683,43.7475776625073,44.5732755793462,45.3989734961853,46.2246714130244,46.2246714130244
524,"NPL","Nepal",10.2827769652655,10.2827769652655,10.2827769652655,10.2827769652655,10.2827769652655,10.2827769652655,11.3048867313255,12.3269964973854,13.3491062634454,14.3712160295054,15.3933257955654,16.4154355616254,17.4375453276854,18.4596550937454,19.4817648598054,20.5038746258654,21.5718604151481,22.6398462044307,23.7078319937134,24.775817782996,25.8438035722786,26.6352629874685,27.4267224026586,28.2181818178485,29.0096412330384,29.0096412330384
528,"NLD","Netherlands",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
540,"NCL","New Caledonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
