"code","iso","country","FGA.ind.1995","FGA.ind.1996","FGA.ind.1997","FGA.ind.1998","FGA.ind.1999","FGA.ind.2000","FGA.ind.2001","FGA.ind.2002","FGA.ind.2003","FGA.ind.2004","FGA.ind.2005","FGA.ind.2006","FGA.ind.2007","FGA.ind.2008","FGA.ind.2009","FGA.ind.2010","FGA.ind.2011","FGA.ind.2012","FGA.ind.2013","FGA.ind.2014","FGA.ind.2015","FGA.ind.2016","FGA.ind.2017","FGA.ind.2018","FGA.ind.2019","FGA.ind.2020"
36,"AUS","Australia",100,100,100,100,100,97.3405264777804,93.9804178740339,90.8545200119548,88.030778494941,86.5135435525948,85.5510274488083,85.4833565947669,85.8069159274849,86.0703423239911,86.2901104052798,86.7803080986713,87.4393655705104,88.6487715875375,89.6188846113932,90.1931228756108,90.4775363744054,90.6470689227146,90.8868349881892,90.8868349881892,90.8868349881892,90.8868349881892
40,"AUT","Austria",92.8006625636549,92.8006625636549,92.8006625636549,92.8006625636549,92.8006625636549,89.3726296335777,87.0963509990508,87.0584238463159,88.5013356305115,88.8689630742476,88.5800651649668,86.8346761069433,85.669678292487,86.0921021189644,78.4236503805791,69.95797084299,63.9448449385717,62.5971172472969,63.7565654192403,66.6708532927902,72.298667516935,79.1789253954948,87.8409563600904,87.8409563600904,87.8409563600904,87.8409563600904
31,"AZE","Azerbaijan",100,100,100,100,100,100,100,95.2992249410343,80.3241648240384,66.0488534357068,58.009969493991,63.9619253672964,61.0861339559132,61.1452333050397,65.8327827407406,72.2631903622941,79.4608228503369,87.8684787679922,90.3371643440451,90.3683197385992,89.8699649768236,89.7830242570809,88.8596619062062,88.8596619062062,88.8596619062062,88.8596619062062
44,"BHS","Bahamas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,"BHR","Bahrain",100,100,100,100,100,100,100,100,100,100,99.7125524895841,96.7018627403132,93.8246376495359,91.3792113098674,89.8295675145606,88.9678775847996,89.4531138331547,91.2011018182665,93.2440580347736,95.7467694999841,96.360209583028,96.0419043665792,95.7111896011991,95.7111896011991,95.7111896011991,95.7111896011991
50,"BGD","Bangladesh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,"BRB","Barbados",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,"BLR","Belarus",39.789190818124,39.789190818124,39.789190818124,39.789190818124,39.789190818124,39.7994388429502,43.5859914339848,50.1305856032075,56.1023237045714,61.4178307765518,64.3632643043079,67.1791417382051,69.6344049227147,71.7880523313176,74.3976967885156,77.1431691405435,80.3234529955653,83.4458061513715,86.1953449901548,87.8104155959702,88.4385866044713,89.1683425613853,89.5991778307515,89.5991778307515,89.5991778307515,89.5991778307515
56,"BEL","Belgium",62.7428861138012,62.7428861138012,62.7428861138012,62.7428861138012,62.7428861138012,62.0039488912141,63.445651282492,66.113258214072,70.4360503401023,74.5003925890694,77.4617723276228,79.6463169266761,81.7501309327298,83.5100107678171,85.0785850152121,86.3820154337607,87.5878355202007,88.6050684608336,89.7166224035676,90.7021565340554,91.7925112555425,92.6212920137677,93.6384006279068,93.6384006279068,93.6384006279068,93.6384006279068
84,"BLZ","Belize",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
204,"BEN","Benin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,"BMU","Bermuda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,"BTN","Bhutan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,"BOL","Bolivia",0,0,0,0,0,0,0,0,44.9067671032787,90.8087784635759,97.1999880244377,97.3811296868364,94.4915172773823,90.2319977871903,86.0164676280819,82.6561754456754,82.4329273191437,86.3560063542907,89.7532264641754,90.5481813690654,90.823180321379,91.0676453613211,91.2856095410386,91.2856095410386,91.2856095410386,91.2856095410386
70,"BIH","Bosnia and Herzegovina",76.8466677643153,76.8466677643153,76.8466677643153,76.8466677643153,76.8466677643153,76.8466677643153,76.8466677643153,76.8466677643153,76.8466677643153,76.6337761314882,78.0823801371671,81.6571209309141,84.7046873520709,86.1919178618966,84.2428695093831,82.0160906551234,82.507827255656,85.4226817537843,87.7431278111228,89.0538832701889,89.6728237432961,90.1589124774524,90.5662518548039,90.5662518548039,90.5662518548039,90.5662518548039
72,"BWA","Botswana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,"BRA","Brazil",100,100,100,100,100,100,100,100,100,97.7680810279168,94.1402543820682,91.3797774182237,88.5222425265213,85.7981150362034,85.6691745061368,86.5971898178947,89.9105377860485,92.4054134097091,94.2555021578805,96.3154973960661,97.8424940830252,97.3586932208821,96.5091575337,96.5091575337,96.5091575337,96.5091575337
92,"VGB","British Virgin Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,"BRN","Brunei Darussalam",0,0,0,0,0,0,0.0128139671151501,19.1280857904247,32.661286827742,45.4599589457176,57.0562111143844,63.4841018052924,69.0109729409851,74.4484395060899,79.2338688765631,81.3694182731171,83.3653062603458,85.0095289038966,86.3264409083893,87.3876740242775,88.2645457194459,88.9060762383835,89.4265489354495,89.4265489354495,89.4265489354495,89.4265489354495
100,"BGR","Bulgaria",52.1587459269439,52.1587459269439,52.1587459269439,52.1587459269439,52.1587459269439,51.7049865929827,53.9501624702883,58.6135403023748,63.5881812001596,67.4796707079555,68.360995632014,69.6883683593512,72.071932359998,74.3976963393497,76.460647678053,78.5000092107553,80.3238669151255,82.0205619739514,83.0164696965928,83.3769570588637,83.2908533806854,83.1750321128391,82.1974366032512,82.1974366032512,82.1974366032512,82.1974366032512
854,"BFA","Burkina Faso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,"BDI","Burundi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132,"CPV","Cabo Verde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,"KHM","Cambodia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,"CMR","Cameroon",100,100,100,100,100,100,100,100,100,100,100,100,100,98.5284359732431,97.3217340890137,96.1805499680367,97.2580166115458,100,100,100,100,100,100,100,100,100
124,"CAN","Canada",92.9251986942647,92.9251986942647,92.9251986942647,92.9251986942647,92.9251986942647,92.3211276417358,91.5588191442151,91.2832100849209,90.5927639926974,90.3905880131321,90.4293618663879,90.2359431517845,90.3226077383606,90.4149094391188,90.2834217652786,89.8976367940782,90.0087386676434,90.1068946274158,90.3424204819319,90.9620437097092,91.2712027902349,91.4021293344474,91.6204701915447,91.6204701915447,91.6204701915447,91.6204701915447
136,"CYM","Cayman Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,"CAF","Central African Republic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,"TCD","Chad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,"CHL","Chile",92.1219172745561,92.1219172745561,92.1219172745561,92.1219172745561,92.1219172745561,94.9203191613589,92.9838872549655,88.3730595660312,81.732990430563,75.1357022948278,67.5007747366944,61.3788444785406,57.0678150772154,54.1788064099311,53.0527745865409,58.2007719321952,64.0213024658508,67.8066138467355,70.3472486057559,72.4637466356448,74.0697007470055,75.3988532762457,77.8643817884619,77.8643817884619,77.8643817884619,77.8643817884619
156,"CHN","China",77.2342125994917,77.2342125994917,77.2342125994917,77.2342125994917,77.2342125994917,75.1955884826077,75.3606328472868,75.4993556653443,73.9565397246442,69.6225551485708,69.1711592332886,70.2078841602303,72.2712547512387,78.7490108951359,79.7956684628179,84.0917176918106,86.9958949751156,88.8757215534601,90.4983273115351,90.8138612494265,90.2008962104346,89.0489959724079,88.9325221490666,88.9325221490666,88.9325221490666,88.9325221490666
170,"COL","Colombia",90.2507912136264,90.2507912136264,90.2507912136264,90.2507912136264,90.2507912136264,96.0809013172356,92.7906241274847,87.0391726134601,80.2045648506169,72.5068630998734,63.5639695641382,56.7747715365399,53.343609818449,52.7814674429791,56.3689100734735,66.6096750990536,69.1802440318697,70.7896031595955,71.9585537046354,72.6485427430804,75.0801078376473,77.9057351012386,81.0151453855097,81.0151453855097,81.0151453855097,81.0151453855097
174,"COM","Comoros",12.1769087447136,12.1769087447136,12.1769087447136,12.1769087447136,12.1769087447136,36.9398081592379,50.0621255424965,57.8135074879298,57.2410492798684,54.9396204573695,49.1644563429633,45.4820251106964,44.8080120433268,47.5641929274861,53.4097775127105,67.1724386897862,75.1998890485549,80.3771438123798,83.9093454733953,86.4924036885428,87.7077439757813,88.779996646937,89.4660722884363,89.4660722884363,89.4660722884363,89.4660722884363
184,"COK","Cook Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,"CRI","Costa Rica",0,0,0,0,0,0,15.4508705201914,35.4810294093729,47.2812362712923,56.2123020657561,62.7511108848382,68.1109103291066,73.0208169947918,76.9010015544104,79.7370300268784,81.5035332127935,83.4192972129402,85.243938511294,86.646879216294,87.7938541729009,88.5076949357327,89.123358689081,89.5742814898314,89.5742814898314,89.5742814898314,89.5742814898314
384,"CIV","Cote d'Ivoire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,"HRV","Croatia",100,100,100,100,100,100,100,100,100,100,100,100,100,96.4019232950042,93.1633412279648,90.6098467514269,88.640002382451,90.4223573818308,91.4559595514564,92.2896105689156,92.8804194336874,93.2623986627397,93.4239521486853,93.4239521486853,93.4239521486853,93.4239521486853
192,"CUB","Cuba",14.8811329311037,14.8811329311037,14.8811329311037,14.8811329311037,14.8811329311037,14.8811329311037,28.4576047739368,41.638568259014,50.2673115005329,56.4394936441979,60.4363584436554,62.942553966778,66.2158786987279,70.1302248065752,73.9209399386572,77.693939085377,80.9635416983714,83.6036975077358,85.5708360134684,87.0525586747096,88.1465503409173,88.9620428614523,89.5354603739309,89.5354603739309,89.5354603739309,89.5354603739309
531,"CUW","Curacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"CYP","Cyprus",0,0,0,0,0,10.2282930118503,29.4849410772424,47.3150171248945,58.0492429392619,65.3246298236033,69.472472047804,72.447212223835,75.512926289958,78.1642145283326,80.3306878154036,82.2377797823867,84.918266933012,87.4606694980379,90.094056266318,92.3980647298494,93.316839998584,94.1543282683314,94.6172057369313,94.6172057369313,94.6172057369313,94.6172057369313
203,"CZE","Czech Republic",29.4146423929117,29.4146423929117,29.4146423929117,29.4146423929117,29.4146423929117,31.6248268392436,38.4319389032776,50.1448580574772,59.7386658704289,66.9775929474723,70.5941271866205,72.6874264975743,74.9984747064006,77.4045818481322,76.7200324445148,74.5472563867719,72.9923394750116,72.7349012948669,73.4518730363266,74.9581330657118,76.8360269101618,79.7728639338384,83.523960612025,83.523960612025,83.523960612025,83.523960612025
180,"COD","Dem. Rep. Congo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,"DNK","Denmark",75.8119888990331,75.8119888990331,75.8119888990331,75.8119888990331,75.8119888990331,75.0462752904086,75.5329254258107,76.0644227141525,77.4123579676951,78.3572401488161,79.1949503760434,80.7457046680891,82.2115060798941,83.5920325668621,84.9721318042368,86.4322534853295,88.6198114890536,90.1009656665254,91.7889031937455,93.5900144314665,96.4276701960356,98.2872707760397,100,100,100,100
262,"DJI","Djibouti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,"DMA","Dominica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,"DOM","Dominican Republic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,"ECU","Ecuador",0,0,0,0,0,12.952309055334,31.7241124232998,48.8555402780061,58.7322356797685,64.4569807731375,67.6022162692462,69.6426605967735,71.4131168285304,73.1181909605199,76.0680400569931,78.8591922678267,81.5914191668955,83.9966394913147,86.2446165289102,87.6138569603523,88.4688515601041,89.1882376042214,89.7133266822745,89.7133266822745,89.7133266822745,89.7133266822745
818,"EGY","Egypt",94.4744433409418,94.4744433409418,94.4744433409418,94.4744433409418,94.4744433409418,95.1585308009098,95.5022340596059,95.6122226820171,95.7357997593903,95.1150242629814,94.5411082999271,92.414441657656,91.6443755722147,90.5676449718564,89.5376971817005,89.902104136081,90.6219462152096,91.371898137893,92.3543641276722,93.039407729944,93.1355124728025,93.1489883551569,93.0998780287754,93.0998780287754,93.0998780287754,93.0998780287754
222,"SLV","El Salvador",0,0,0,0,0,0,0,0,0,9.8814023000764,51.5919994218102,64.2685982857537,73.0184503859529,79.5159527609335,84.4227729583899,85.5372858366365,86.285599291422,86.8398686250138,87.3407277283822,87.908202291792,88.4698935969401,88.8560779591265,89.285601554783,89.285601554783,89.285601554783,89.285601554783
226,"GNQ","Equatorial Guinea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,"ERI","Eritrea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,"EST","Estonia",67.8815876751603,67.8815876751603,67.8815876751603,67.8815876751603,67.8815876751603,67.8815876751603,67.8815876751603,67.8815876751603,69.1461375388358,71.2163755559494,71.9226423565751,72.875768432531,73.871139034382,75.1012053767781,76.9690284371607,79.093428042484,81.5819407657036,84.0144707146353,86.1032225200194,87.6618205411386,88.5544194681383,89.4500433619593,90.3872109862098,90.3872109862098,90.3872109862098,90.3872109862098
748,"SWZ","Eswatini",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,"ETH","Ethiopia",0,0,0,0,0,0,0,12.6850335837166,29.7528917878331,43.7963057103582,55.5809498240511,62.2120561021655,67.6460412175403,73.5535991372405,78.5607190053721,80.8084691001499,82.2666062352197,84.0080849369894,86.6091107522822,87.9455960402919,88.3359503893417,88.9286336756674,89.353527101411,89.353527101411,89.353527101411,89.353527101411
234,"FRO","Faeroe Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,"FLK","Falkland Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,"FJI","Fiji",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,"FIN","Finland",66.2380359827487,66.2380359827487,66.2380359827487,66.2380359827487,66.2380359827487,64.8018787111949,65.6354370961575,67.5080044806497,70.8973860526187,74.2804097288007,77.1494918888617,79.6407510148118,81.8904014034884,83.7831690804879,85.1976311037607,85.6979902635827,86.4591469800677,87.2667438068033,88.2323010904393,89.4177034779564,90.8164696274241,91.9834955892245,93.3485212905793,93.3485212905793,93.3485212905793,93.3485212905793
250,"FRA","France",96.3892566247256,96.3892566247256,96.3892566247256,96.3892566247256,96.3892566247256,95.8729707980348,95.0525493362777,93.1904816460955,89.6599164562175,87.4271073266482,88.8203753855029,89.9442113992439,90.7581783854234,90.7756915121857,90.6874881277346,90.0704360109329,89.6355447591153,89.3913953560735,89.6274280425377,90.3010276946239,91.5322608276908,92.7068123221226,93.9117885985332,93.9117885985332,93.9117885985332,93.9117885985332
258,"PYF","French Polynesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,"GAB","Gabon",0,0,0,0,0,10.0697695589686,29.1734960046568,47.3940859998028,57.7631927638548,64.9670018274659,68.9208304649172,71.2020871338687,73.1448708954843,74.9043629837962,77.674805541875,80.2650517972324,82.5678074832225,84.674380325494,86.3423478626525,87.6315359289066,88.5287518959349,89.2368961679263,89.7515715154599,89.7515715154599,89.7515715154599,89.7515715154599
270,"GMB","Gambia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268,"GEO","Georgia",8.49238889952898,8.49238889952898,8.49238889952898,8.49238889952898,8.49238889952898,23.7415778181917,29.996444269164,41.1335480483209,49.0336376671545,55.6310690678034,58.8319405015053,61.0786551156223,63.2484859337276,65.9972791113191,69.3056987191762,73.4222511340669,74.4368955087253,73.8506326865563,77.3333812222637,79.2747800925952,80.3195027453126,81.9771864674466,83.8877297708483,83.8877297708483,83.8877297708483,83.8877297708483
276,"DEU","Germany",91.2340780431501,91.2340780431501,91.2340780431501,91.2340780431501,91.2340780431501,89.8857995543885,89.3964739734897,89.9809271200682,91.0545440598188,91.651821405961,91.7696797090226,91.1035048099453,90.3494527750258,89.5213886102498,89.6567620048557,89.1670912005457,89.7514608989384,90.6590747977643,91.8428526026518,92.9519885859836,93.7488397994135,94.2040618433585,94.6130127127465,94.6130127127465,94.6130127127465,94.6130127127465
288,"GHA","Ghana",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,91.3750670129664,89.7796911392749,92.8879235788079,90.5589582213101,89.0500107328532,89.6119994248391,89.6119994248391,89.6119994248391,89.6119994248391
300,"GRC","Greece",87.6194203396871,87.6194203396871,87.6194203396871,87.6194203396871,87.6194203396871,87.141868213187,97.1606542721197,98.7904772051772,100,100,100,100,100,100,100,99.6435222249378,100,100,97.7934279807599,93.4807052907848,88.9415364248872,89.4918201688442,90.3126669027429,90.3126669027429,90.3126669027429,90.3126669027429
304,"GRL","Greenland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
308,"GRD","Grenada",93.7566068524459,93.7566068524459,93.7566068524459,93.7566068524459,93.7566068524459,93.7601306846594,93.8073270059227,93.8017022053363,93.8192515782425,93.7983272351149,93.7755950975655,93.8153675851147,93.8303512896437,93.8547886884097,93.8610001769931,93.8816451427506,93.9429189730158,94.0131308473719,94.0666615771872,94.1039196826484,94.1451414436147,94.1944958522506,94.2285803470548,94.2285803470548,94.2285803470548,94.2285803470548
320,"GTM","Guatemala",0,0,0,0,0,3.83930606182066,23.2783821200698,41.347348760805,51.8448440538938,59.1602172194752,63.5743809444226,67.076393532357,70.6160470312047,73.8245717855871,76.8173606572758,79.5044899211242,82.0917859939901,84.2843343735682,86.1280956104911,87.5430928963686,88.3916097688285,89.0817942672443,89.614022194542,89.614022194542,89.614022194542,89.614022194542
831,"GGY","Guernsey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,"GIN","Guinea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
624,"GNB","Guinea-Bissau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
328,"GUY","Guyana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
332,"HTI","Haiti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
336,"VAT","Holy See",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,"HND","Honduras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
344,"HKG","Hong Kong",100,100,100,100,100,100,100,100,98.8733790045256,97.8804852630977,98.3912674160766,98.3518792806876,98.1273564575596,98.0053238071997,98.3804299028073,98.2910771408125,98.2548029112357,98.2780266404175,98.5364111133934,99.0287147418138,99.8541730980334,100,100,100,100,100
348,"HUN","Hungary",86.4659084230885,86.4659084230885,86.4659084230885,86.4659084230885,86.4659084230885,86.4659084230885,80.6425996678252,80.3102297817408,80.3711758811257,80.6663583602336,80.7200843929594,81.5971943066778,83.4913904145093,85.2262100916798,86.8466747118009,88.2966852196285,89.3925514101511,91.0221575155521,92.2473978439032,91.6931887373271,89.6932931754673,89.4297309668848,89.7556269262687,89.7556269262687,89.7556269262687,89.7556269262687
352,"ISL","Iceland",100,100,100,100,100,100,92.9555437766805,89.828891451306,87.9505787067445,88.4103887734575,89.6140940298327,90.6587372107532,90.8274988128144,86.923946250399,86.808501405106,87.4134847653309,86.9086506176959,86.029989056889,86.3558963187846,86.9551968110661,88.0713601336835,89.9302987552885,92.3459245649369,92.3459245649369,92.3459245649369,92.3459245649369
356,"IND","India",90.6227098054718,90.6227098054718,90.6227098054718,90.6227098054718,90.6227098054718,88.8703768908006,87.3266252220634,86.9086499638988,85.3926665309643,83.8302458397389,85.7912504605917,89.0100733902592,89.6721796797544,89.8881690060489,90.1516207575566,89.8240956218326,90.0385486906294,90.8287354528293,90.355923727397,88.5752980234571,89.7057414589478,91.5955596442891,91.0148946792747,91.0148946792747,91.0148946792747,91.0148946792747
360,"IDN","Indonesia",100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.1114321437846,95.6771072806742,100,100,100,100,100,100,100,100,100,100
364,"IRN","Iran",100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.8327028194437,100,100,100,100,100,100,100,100,100,100,100
368,"IRQ","Iraq",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
372,"IRL","Ireland",49.3153632831062,49.3153632831062,49.3153632831062,49.3153632831062,49.3153632831062,53.0670219006836,57.5703521571614,63.8160810092304,69.4607168174423,75.1077095608354,79.0378435438918,82.1938994660847,84.8119263704305,89.5605081448617,92.259561149909,92.4589126780802,92.6569634407018,93.5929675124021,93.9447936640107,94.1138624005512,94.0564856739883,93.5666219914214,92.8993591550918,92.8993591550918,92.8993591550918,92.8993591550918
