"code","iso","country","BCA.ind.1995","BCA.ind.1996","BCA.ind.1997","BCA.ind.1998","BCA.ind.1999","BCA.ind.2000","BCA.ind.2001","BCA.ind.2002","BCA.ind.2003","BCA.ind.2004","BCA.ind.2005","BCA.ind.2006","BCA.ind.2007","BCA.ind.2008","BCA.ind.2009","BCA.ind.2010","BCA.ind.2011","BCA.ind.2012","BCA.ind.2013","BCA.ind.2014","BCA.ind.2015","BCA.ind.2016","BCA.ind.2017","BCA.ind.2018","BCA.ind.2019","BCA.ind.2020"
174,"COM","Comoros",42.5702534379029,42.5702534379029,42.5702534379029,42.5702534379029,42.5702534379029,48.2117793747509,53.6662731621261,59.0959472937253,62.6230955906381,65.3087040999137,62.8983852968898,59.7977579841581,55.2365042595312,48.9682032430908,44.6280037968202,45.1249612071131,45.7863362240438,48.4258645972818,51.1658958451977,53.4680698927135,53.4680698927135,53.4680698927135,53.4680698927135,53.4680698927135,53.4680698927135,53.4680698927135
184,"COK","Cook Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,"CRI","Costa Rica",100,100,100,100,100,100,100,49.1449805477573,29.3203292205992,10.0593749324402,0,0,0,0,0,0,14.8874872556455,41.9546051628613,61.7007704313513,86.536345376738,86.536345376738,86.536345376738,86.536345376738,86.536345376738,86.536345376738,86.536345376738
384,"CIV","Cote d'Ivoire",33.3767406911757,33.3767406911757,33.3767406911757,33.3767406911757,33.3767406911757,33.2746033104437,34.5901583113845,37.3749050294362,41.9310728032562,26.2799219633449,12.7242077538253,3.46457727354718,0,0,2.49965332858709,5.32575320193304,4.85775264041304,8.05037554607306,19.3491744107433,15.2407169287787,15.2407169287787,15.2407169287787,15.2407169287787,15.2407169287787,15.2407169287787,15.2407169287787
191,"HRV","Croatia",49.3808789139553,49.3808789139553,49.3808789139553,49.3808789139553,49.3808789139553,49.3808789139553,49.3808789139553,49.3808789139553,49.3808789139553,49.3808789139553,41.9392099722714,34.6411949228189,22.5210808066266,16.8261467352472,19.7924579146982,30.2849521014171,49.1870823141436,72.6935931503213,76.9907398189834,80.6920404341817,80.6920404341817,80.6920404341817,80.6920404341817,80.6920404341817,80.6920404341817,80.6920404341817
192,"CUB","Cuba",100,100,100,100,100,100,97.1356320305875,89.4636016996843,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
531,"CUW","Curacao",49.7167917315746,49.7167917315746,49.7167917315746,49.7167917315746,49.7167917315746,49.7167917315746,49.7167917315746,49.7167917315746,49.7167917315746,49.7167917315746,49.7167917315746,49.7167917315746,49.7167917315746,49.7167917315746,49.7167917315746,51.0494827285167,52.1178683231098,85.3301853429324,100,100,100,100,100,100,100,100
196,"CYP","Cyprus",0,0,0,0,0,2.28419124689107,14.9985102472487,23.1175438106198,30.4987184623154,42.2094500606347,60.3964569791467,81.5783855504242,100,100,100,100,100,100,100,100,100,100,100,100,100,100
203,"CZE","Czech Republic",100,100,100,100,100,100,100,100,100,85.2418226635366,64.2372338652084,45.9911839653849,33.6558317908408,23.7725584417812,25.3731855755899,32.9692713100894,44.5020901288755,63.2105057979636,78.2966479061879,97.0253576613723,97.0253576613723,97.0253576613723,97.0253576613723,97.0253576613723,97.0253576613723,97.0253576613723
180,"COD","Dem. Rep. Congo",29.4165368362216,29.4165368362216,29.4165368362216,29.4165368362216,29.4165368362216,30.0743622740383,30.2901833464086,30.1304666855644,29.5237821633802,28.8163960220252,27.8314597717291,26.6783825878767,25.5688174694097,24.1827406053242,23.203163432809,25.2712439050426,25.3420288563675,30.7800429534189,35.6564404954413,42.1379309552518,42.1379309552518,42.1379309552518,42.1379309552518,42.1379309552518,42.1379309552518,42.1379309552518
208,"DNK","Denmark",100,100,100,100,100,100,100,100,100,100,100,100,73.5039927041187,61.6559498548565,57.6986529282443,59.2922230212142,66.2078087870993,78.9533564902628,94.4176201418126,100,100,100,100,100,100,100
262,"DJI","Djibouti",55.875216626326,55.875216626326,55.875216626326,55.875216626326,55.875216626326,55.875216626326,64.7423139383723,69.8380546747671,72.9154236451633,77.317244694811,74.7206431688386,73.8530843541584,70.0228070129931,61.7608142493688,55.7050509289317,55.7978285763201,59.3791579396001,61.6157251971948,63.4251938323912,64.1849005680875,64.1849005680875,64.1849005680875,64.1849005680875,64.1849005680875,64.1849005680875,64.1849005680875
212,"DMA","Dominica",45.5049980624782,45.5049980624782,45.5049980624782,45.5049980624782,45.5049980624782,42.5675958856104,41.3251086795714,48.7683453171891,55.4698077693004,55.7370003523294,54.7843881140262,60.3269131227382,42.0286466872852,53.1895539214092,58.6973264812987,47.6201238665186,49.2541745234389,47.5307619946923,46.5727068757051,42.5199293554262,42.5199293554262,42.5199293554262,42.5199293554262,42.5199293554262,42.5199293554262,42.5199293554262
214,"DOM","Dominican Republic",5.53666080345791,5.53666080345791,5.53666080345791,5.53666080345791,5.53666080345791,0,2.62121869599116,0.44731520654824,25.1656097522298,36.5668223197191,53.3423877584599,67.5850024704564,80.6681592640947,100,100,94.6323770133317,98.4063543809207,77.3043300458148,93.2217742493958,91.0264933324615,91.0264933324615,91.0264933324615,91.0264933324615,91.0264933324615,91.0264933324615,91.0264933324615
218,"ECU","Ecuador",88.3318594875785,88.3318594875785,88.3318594875785,88.3318594875785,88.3318594875785,96.0117424051289,95.3966716083666,100,100,100,89.9345624952302,70.427760016955,55.180332009281,40.1211044937295,39.3836968005218,38.2972011403584,40.6133766665085,39.5490105418678,38.5698565414176,34.7424538401003,34.7424538401003,34.7424538401003,34.7424538401003,34.7424538401003,34.7424538401003,34.7424538401003
818,"EGY","Egypt",10.4633110625422,10.4633110625422,10.4633110625422,10.4633110625422,10.4633110625422,8.4453944926409,14.1933926513581,18.3688673895105,26.2238138865678,31.7709059574109,37.5275626827192,37.8907659934943,38.3020561984153,35.6577760332456,28.6033290561481,21.4196465786483,17.2115668596031,12.9543673249168,17.5031873408831,17.9968253428732,17.9968253428732,17.9968253428732,17.9968253428732,17.9968253428732,17.9968253428732,17.9968253428732
222,"SLV","El Salvador",38.5374811555784,38.5374811555784,38.5374811555784,38.5374811555784,38.5374811555784,44.4037231045611,50.0186101433832,51.959903379145,54.0814749876706,56.4220095355567,55.4709601179964,55.6619031953591,82.3776392330365,100,100,100,100,100,100,100,100,100,100,100,100,100
226,"GNQ","Equatorial Guinea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.62237804139281,40.2293232943677,68.3038023709411,76.3433680329009,76.3433680329009,76.3433680329009,76.3433680329009,76.3433680329009,76.3433680329009,76.3433680329009
232,"ERI","Eritrea",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,75.9679850336694,49.3741661854686,46.0561099584739,46.0561099584739,46.0561099584739,46.0561099584739,46.0561099584739,46.0561099584739,46.0561099584739
233,"EST","Estonia",65.2219932502109,65.2219932502109,65.2219932502109,65.2219932502109,65.2219932502109,65.2219932502109,65.2219932502109,65.2219932502109,49.5133737376114,37.2440137271667,33.2884983474407,25.673173560692,12.6447618291726,11.1147949995498,23.8278567968732,31.6817503090328,34.0408847483732,35.6045497659646,39.1234952435305,50.8757172214458,50.8757172214458,50.8757172214458,50.8757172214458,50.8757172214458,50.8757172214458,50.8757172214458
748,"SWZ","Eswatini",3.66850257294492,3.66850257294492,3.66850257294492,3.66850257294492,3.66850257294492,5.8972541033755,11.9475725359567,26.6248345623844,43.7058857286097,61.051228291521,83.720574264252,100,100,98.2485326093179,81.9444500201995,76.2593841612461,72.463084121688,69.8314028517341,67.0045169677713,62.6161171592116,62.6161171592116,62.6161171592116,62.6161171592116,62.6161171592116,62.6161171592116,62.6161171592116
231,"ETH","Ethiopia",27.7083710684006,27.7083710684006,27.7083710684006,27.7083710684006,27.7083710684006,30.5758385405732,32.3280352593134,32.4159475592622,32.1024224108443,32.426240256805,33.9310062260297,36.9548275484841,40.5932928001166,42.2116761666837,43.0874761944665,43.0972078370964,42.4122136441059,40.560296191222,36.6858351785138,35.4521491407185,35.4521491407185,35.4521491407185,35.4521491407185,35.4521491407185,35.4521491407185,35.4521491407185
234,"FRO","Faeroe Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,"FLK","Falkland Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,"FJI","Fiji",59.1258840350792,59.1258840350792,59.1258840350792,59.1258840350792,59.1258840350792,57.2423271258671,56.3669159979562,67.6475871470006,88.060136103899,86.1635946589451,90.5181459949446,78.5493401334483,87.2297615862048,98.6089844015281,100,99.0448554863625,80.5459539560035,76.4368869627152,75.5340516774458,67.668177583997,67.668177583997,67.668177583997,67.668177583997,67.668177583997,67.668177583997,67.668177583997
246,"FIN","Finland",100,100,100,100,100,100,100,100,100,82.51308509286,77.6816189254615,69.901113252474,62.9890124904978,60.8808214503174,70.2149444414035,70.1022918002515,73.1100418483013,72.9613121200215,73.628222023451,75.0881200287016,75.0881200287016,75.0881200287016,75.0881200287016,75.0881200287016,75.0881200287016,75.0881200287016
250,"FRA","France",100,100,100,100,100,100,100,100,100,100,100,100,100,91.6086262463685,74.7736731831717,81.1462457110427,92.583340632304,100,100,100,100,100,100,100,100,100
258,"PYF","French Polynesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,"GAB","Gabon",18.3944438106773,18.3944438106773,18.3944438106773,18.3944438106773,18.3944438106773,36.5648361505684,50.2377274481036,65.685541933481,74.0979396833692,75.879644567368,74.7714329143355,73.3369764312496,66.0608154560536,58.7488899903817,48.3464916869123,46.489510189296,45.7878755613111,49.170575376446,50.6790059521276,52.9497674917045,52.9497674917045,52.9497674917045,52.9497674917045,52.9497674917045,52.9497674917045,52.9497674917045
270,"GMB","Gambia",37.6278581296414,37.6278581296414,37.6278581296414,37.6278581296414,37.6278581296414,42.8419103164539,47.7609375510128,52.4909321767797,55.8841983704998,58.9861439639496,57.28818924787,54.7259987269883,49.0725995131562,41.3114784675584,35.0206522589036,33.7260082417369,34.5269399224344,36.7128075547654,39.242238507167,42.6127034180015,42.6127034180015,42.6127034180015,42.6127034180015,42.6127034180015,42.6127034180015,42.6127034180015
268,"GEO","Georgia",81.4764715682885,81.4764715682885,81.4764715682885,81.4764715682885,81.4764715682885,89.5751559805932,100,100,100,100,100,100,94.6121325267369,80.6888414618558,63.22192879113,46.0977151322696,40.7163662781716,40.465179444315,31.1479302344752,26.5282071431601,26.5282071431601,26.5282071431601,26.5282071431601,26.5282071431601,26.5282071431601,26.5282071431601
276,"DEU","Germany",100,100,100,100,100,100,100,100,100,100,100,100,100,99.1805218700864,76.8913151321591,72.7896503041325,72.7800352743146,76.0219565634281,80.0702356862571,92.0889255266523,92.0889255266523,92.0889255266523,92.0889255266523,92.0889255266523,92.0889255266523,92.0889255266523
